Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,129s1.SvImJ_vs_in_vitro,A.J_vs_in_vitro,C57BL.6J_vs_in_vitro,CC001.Unc_vs_in_vitro,CC002.Unc_vs_in_vitro,CC003.Unc_vs_in_vitro,CC004.TauUnc_vs_in_vitro,CC005.TauUnc_vs_in_vitro,CC006.TauUnc_vs_in_vitro,CC007.Unc_vs_in_vitro,CC008.GeniUnc_vs_in_vitro,CC009.Unc_vs_in_vitro,CC010.GeniUnc_vs_in_vitro,CC011.Unc_vs_in_vitro,CC012.GeniUnc_vs_in_vitro,CC013.GeniUnc_vs_in_vitro,CC015.Unc_vs_in_vitro,CC016.GeniUnc_vs_in_vitro,CC017.Unc_vs_in_vitro,CC018.Unc_vs_in_vitro,CC019.TauUnc_vs_in_vitro,CC021.Unc_vs_in_vitro,CC022.GeniUnc_vs_in_vitro,CC023.GeniUnc_vs_in_vitro,CC024.GeniUnc_vs_in_vitro,CC025.GeniUnc_vs_in_vitro,CC027.GeniUnc_vs_in_vitro,CC028.GeniUnc_vs_in_vitro,CC030.GeniUnc_vs_in_vitro,CC031.GeniUnc_vs_in_vitro,CC032.GeniUnc_vs_in_vitro,CC033.GeniUnc_vs_in_vitro,CC034.Unc_vs_in_vitro,CC035.Unc_vs_in_vitro,CC037.TauUnc_vs_in_vitro,CC038.GeniUnc_vs_in_vitro,CC039.Unc_vs_in_vitro,CC040.TauUnc_vs_in_vitro,CC041.TauUnc_vs_in_vitro,CC042.GeniUnc_vs_in_vitro,CC043.GeniUnc_vs_in_vitro,CC044.Unc_vs_in_vitro,CC045.GeniUnc_vs_in_vitro,CC046.Unc_vs_in_vitro,CC047.Unc_vs_in_vitro,CC051.TauUnc_vs_in_vitro,CC056.GeniUnc_vs_in_vitro,CC057.Unc_vs_in_vitro,CC059.TauUnc_vs_in_vitro,CC061.GeniUnc_vs_in_vitro,CC065.Unc_vs_in_vitro,Cast.EiJ_vs_in_vitro,IFNG_vs_in_vitro,NOD.ShiLtJ_vs_in_vitro,NOS_vs_in_vitro,NZO.H1LtJ_vs_in_vitro,PWK.PhJ_vs_in_vitro,Phox_vs_in_vitro,Rag_vs_in_vitro,Wsb.Eij_vs_in_vitro,mbio_H37Rv_vs_in_vitro,BXD102_vs_in_vitro_H37Rv,BXD29_vs_in_vitro_H37Rv,BXD39_vs_in_vitro_H37Rv,BXD40_vs_in_vitro_H37Rv,BXD48a_vs_in_vitro_H37Rv,BXD51_vs_in_vitro_H37Rv,BXD54_vs_in_vitro_H37Rv,BXD56_vs_in_vitro_H37Rv,BXD60_vs_in_vitro_H37Rv,BXD62_vs_in_vitro_H37Rv,BXD67_vs_in_vitro_H37Rv,BXD69_vs_in_vitro_H37Rv,BXD73_vs_in_vitro_H37Rv,BXD73b_vs_in_vitro_H37Rv,BXD77_vs_in_vitro_H37Rv,BXD79_vs_in_vitro_H37Rv,BXD90_vs_in_vitro_H37Rv,BXD93_vs_in_vitro_H37Rv,BXD9_vs_in_vitro_H37Rv,C57BL.6J_vs_in_vitro_H37Rv,DBA.2J_vs_in_vitro_H37Rv,Functional_Category
Rv3782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv3783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8708799999999999,1.0,0.95168,1.0,1.0,1.0,0.99534,1.0,0.64437,1.0,0.45771,1.0,1.0,0.85557,1.0,1.0,0.84403,1.0,0.76151,1.0,1.0,1.0,1.0,0.33279,1.0,1.0,0.96046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8194,0.9021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79564,0.80958,1.0,1.0,1.0,1.0,0.8630200000000001,1.0,1.0,0.81489,1.0,1.0,1.0,1.0,1.0,1.0,0.93228,1.0,1.0,1.0,1.0,1.0,1.0,0.98315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12868,1.0,1.0,0.93892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5247,cell wall and cell processes
Rv3784,1.0,1.0,1.0,1.0,1.0,0.56826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95933,1.0,0.9672,1.0,1.0,1.0,0.90957,1.0,0.64071,1.0,1.0,0.87916,1.0,1.0,0.32608,1.0,0.73556,0.46565,1.0,1.0,1.0,1.0,1.0,0.97588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98857,1.0,1.0,0.9406,1.0,1.0,1.0,1.0,1.0,0.931,0.76343,1.0,1.0,1.0,1.0,1.0,1.0,0.42648,0.97897,0.7348600000000001,1.0,1.0,1.0,0.73744,0.79059,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29356,1.0,1.0,1.0,1.0,1.0,1.0,0.36491,0.86201,1.0,1.0,1.0,1.0,1.0,1.0,0.83435,0.7237899999999999,1.0,1.0,1.0,1.0,0.4778699999999999,0.5765899999999999,1.0,0.96226,1.0,0.23438,0.57194,1.0,0.8952700000000001,1.0,1.0,1.0,0.4346899999999999,0.78409,1.0,1.0,1.0,1.0,1.0,0.84385,1.0,1.0,1.0,1.0,0.97286,1.0,0.97173,1.0,1.0,1.0,0.96469,1.0,0.72289,0.89573,intermediary metabolism and respiration
Rv3789,1.0,1.0,1.0,0.00831,1.0,1.0,1.0,1.0,0.93354,1.0,1.0,1.0,1.0,0.0,0.66911,0.00917,0.08528,0.09883,0.0,0.9183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3297,1.0,0.11809,1.0,1.0,1.0,1.0,0.48407,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.67575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6249399999999999,1.0,1.0,1.0,1.0,1.0,0.54577,0.33502,1.0,1.0,1.0,0.88366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96998,1.0,1.0,0.73426,cell wall and cell processes
Rv3790,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93396,1.0,0.98693,1.0,1.0,1.0,0.99662,1.0,0.64898,1.0,0.7369100000000001,0.6479199999999999,1.0,0.85557,1.0,1.0,1.0,0.8743700000000001,0.76151,1.0,1.0,1.0,1.0,0.31317,1.0,1.0,0.6059100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6913699999999999,1.0,1.0,1.0,1.0,1.0,0.94459,1.0,1.0,1.0,1.0,0.8608600000000001,1.0,1.0,1.0,1.0,1.0,0.8630200000000001,1.0,1.0,0.72618,1.0,1.0,1.0,1.0,1.0,0.71719,0.91191,0.90514,1.0,1.0,1.0,1.0,0.99201,1.0,1.0,1.0,0.93522,0.95244,1.0,1.0,1.0,1.0,0.62158,1.0,0.16869,1.0,1.0,0.9687,1.0,1.0,1.0,1.0,1.0,1.0,0.8547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,lipid metabolism
Rv3791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99935,1.0,1.0,1.0,0.99785,1.0,1.0,0.93607,lipid metabolism
Rv3792,1.0,1.0,1.0,1.0,1.0,0.8235299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94947,0.92069,1.0,1.0,1.0,0.4615399999999999,0.86179,1.0,0.85557,0.57307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8819799999999999,1.0,1.0,0.98156,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54852,1.0,1.0,1.0,0.99011,0.95689,1.0,1.0,1.0,1.0,1.0,0.7763,1.0,1.0,1.0,1.0,1.0,0.81499,1.0,1.0,1.0,1.0,1.0,0.98375,1.0,1.0,1.0,1.0,0.94784,0.8075100000000001,1.0,1.0,1.0,1.0,0.76737,0.93324,0.94004,0.7903,1.0,1.0,1.0,1.0,0.93367,0.64627,1.0,1.0,1.0,1.0,0.91885,1.0,1.0,0.49328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92092,1.0,0.77364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90397,1.0,1.0,1.0,1.0,1.0,1.0,0.93996,cell wall and cell processes
Rv3793,1.0,1.0,1.0,1.0,1.0,0.48048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94734,1.0,0.45771,0.5693600000000001,1.0,1.0,0.56812,1.0,1.0,0.66263,1.0,1.0,1.0,1.0,1.0,0.5585399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92729,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71385,1.0,1.0,1.0,0.63508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8674200000000001,1.0,1.0,1.0,1.0,1.0,0.96559,1.0,1.0,1.0,1.0,1.0,1.0,0.99009,1.0,1.0,1.0,1.0,1.0,0.89008,0.85293,0.93228,0.90514,1.0,1.0,1.0,1.0,1.0,0.77218,1.0,1.0,1.0,0.8907200000000001,1.0,0.90795,0.91136,1.0,1.0,1.0,0.2484199999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv3794,1.0,1.0,1.0,0.70949,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94027,1.0,0.98693,1.0,1.0,1.0,0.99662,1.0,1.0,1.0,0.4584399999999999,0.86341,1.0,0.85564,0.83447,1.0,1.0,0.8743700000000001,0.76151,1.0,1.0,1.0,1.0,0.62425,1.0,1.0,0.28068,1.0,1.0,1.0,1.0,0.65464,1.0,1.0,1.0,0.51367,1.0,1.0,1.0,1.0,0.8350299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2267,1.0,1.0,0.84114,0.8476600000000001,0.88366,1.0,1.0,1.0,1.0,1.0,0.91955,0.67515,1.0,1.0,0.94017,1.0,0.6549699999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75871,0.56417,1.0,0.82037,1.0,1.0,0.5999899999999999,1.0,0.64105,0.68234,1.0,1.0,1.0,1.0,0.67572,0.50805,0.80594,0.80906,1.0,1.0,0.90572,1.0,0.78559,0.65876,1.0,1.0,1.0,0.93803,1.0,1.0,1.0,1.0,0.72772,1.0,0.2529099999999999,0.98622,1.0,1.0,1.0,1.0,1.0,1.0,0.90841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71418,cell wall and cell processes
Rv3795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77771,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8589,1.0,1.0,1.0,0.4700399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv3797,1.0,1.0,1.0,1.0,1.0,0.77249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78751,1.0,1.0,1.0,0.99662,1.0,0.63831,1.0,0.11198,0.22486,1.0,1.0,0.60861,1.0,0.71212,0.4541699999999999,1.0,1.0,1.0,1.0,1.0,0.6771199999999999,1.0,1.0,1.0,0.6905399999999999,1.0,1.0,1.0,0.98093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87844,0.6766800000000001,1.0,1.0,1.0,1.0,0.95509,1.0,1.0,1.0,1.0,1.0,0.46205,1.0,1.0,1.0,1.0,0.60546,0.33739,1.0,0.98012,1.0,1.0,1.0,0.93324,0.8456799999999999,0.47483,1.0,1.0,1.0,1.0,0.51985,0.73316,0.62661,1.0,1.0,1.0,1.0,1.0,0.66755,0.79519,1.0,1.0,0.93279,0.8962899999999999,1.0,0.61151,1.0,1.0,0.7245699999999999,1.0,0.8095100000000001,0.3591,1.0,0.53557,1.0,1.0,1.0,1.0,1.0,1.0,0.08484,1.0,1.0,1.0,1.0,0.77848,1.0,1.0,0.88155,1.0,1.0,0.89573,lipid metabolism
Rv3798,1.0,1.0,1.0,1.0,1.0,0.40419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99662,1.0,1.0,1.0,1.0,1.0,1.0,0.85557,0.62947,1.0,0.72963,1.0,1.0,1.0,1.0,1.0,1.0,0.4855899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97553,0.88436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92483,1.0,1.0,1.0,0.8826200000000001,1.0,0.94486,1.0,1.0,1.0,1.0,0.95561,0.8066300000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.78273,1.0,1.0,1.0,0.97661,1.0,1.0,1.0,1.0,1.0,0.7522800000000001,1.0,0.4156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98618,insertion seqs and phages
Rv3799c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98043,1.0,1.0,1.0,0.78281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,lipid metabolism
Rv3800c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77771,0.48403,1.0,0.8528700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88366,0.71432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80801,0.31111,0.99933,1.0,1.0,1.0,1.0,0.76874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,lipid metabolism
Rv3801c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78751,1.0,0.94229,1.0,0.9183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,lipid metabolism
Rv3802c,1.0,1.0,1.0,1.0,1.0,0.92522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98004,0.98693,0.02036,1.0,1.0,0.99732,0.45476,1.0,1.0,0.52115,0.6479199999999999,1.0,0.85557,1.0,1.0,0.83947,0.99575,0.60611,1.0,1.0,1.0,1.0,0.92101,0.8720399999999999,1.0,0.12052,0.6552600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01425,1.0,1.0,0.966,1.0,0.91551,1.0,1.0,0.0261,0.0,1.0,1.0,0.89775,1.0,1.0,1.0,1.0,1.0,1.0,0.8799299999999999,0.81099,1.0,1.0,1.0,1.0,0.8187,1.0,0.8340200000000001,1.0,1.0,1.0,0.8630899999999999,1.0,1.0,1.0,1.0,1.0,0.98802,1.0,1.0,1.0,1.0,0.82063,1.0,0.54338,0.77767,1.0,1.0,1.0,1.0,0.84846,1.0,1.0,0.96595,1.0,1.0,1.0,1.0,1.0,0.69421,1.0,1.0,0.94147,1.0,1.0,1.0,1.0,1.0,0.80525,1.0,0.73755,0.90167,1.0,1.0,1.0,1.0,1.0,0.93135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93733,1.0,1.0,0.8767,cell wall and cell processes
Rv3803c,1.0,1.0,1.0,1.0,1.0,0.71691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97123,1.0,1.0,1.0,1.0,1.0,0.99662,1.0,1.0,1.0,0.4378,0.2827199999999999,1.0,1.0,0.7047100000000001,1.0,0.6594399999999999,0.77066,1.0,0.51845,1.0,1.0,1.0,0.27873,1.0,1.0,0.98301,0.34173,1.0,1.0,1.0,0.8721899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8787299999999999,1.0,1.0,1.0,1.0,1.0,0.94609,0.55762,0.99234,1.0,1.0,1.0,0.74066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84846,0.6373,1.0,1.0,1.0,1.0,1.0,1.0,0.8830600000000001,0.99551,1.0,1.0,1.0,0.81798,0.95278,1.0,1.0,1.0,0.90521,1.0,1.0,0.99933,1.0,0.8849,0.95079,1.0,1.0,1.0,0.60426,1.0,0.27237,1.0,0.2257,1.0,0.52403,1.0,1.0,1.0,0.65291,0.60417,1.0,0.63162,lipid metabolism
