Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,Functional_Category
Rv2499c,1.0,1.0,1.0,1.0,1.0,0.36813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81911,0.98926,1.0,1.0,1.0,1.0,0.74941,1.0,0.62297,1.0,0.61031,0.76763,1.0,0.22601,0.19427,1.0,0.19445,0.22087,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.94247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2500c,1.0,1.0,1.0,1.0,1.0,0.6065699999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95123,0.93865,0.90225,1.0,1.0,1.0,0.94606,1.0,0.02437,1.0,0.43276,0.18933,1.0,0.50778,0.43092,1.0,0.45365,0.8073600000000001,1.0,1.0,1.0,1.0,1.0,0.73006,1.0,1.0,0.81224,1.0,1.0,1.0,1.0,0.75498,1.0,0.99761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70967,1.0,1.0,0.6773899999999999,1.0,1.0,0.0,0.3812,lipid metabolism
Rv2501c,1.0,1.0,1.0,1.0,1.0,0.9841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95224,1.0,0.91597,1.0,1.0,1.0,0.81862,1.0,0.6274,1.0,0.29094000000000003,0.86179,1.0,0.98156,1.0,1.0,0.8932700000000001,1.0,0.76151,1.0,1.0,1.0,1.0,0.70348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24772,1.0,1.0,1.0,0.00549,lipid metabolism
Rv2502c,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80262,1.0,0.7873100000000001,0.4688,1.0,1.0,0.7681899999999999,1.0,1.0,1.0,1.0,0.95327,1.0,0.55603,0.96627,1.0,0.86008,0.8728100000000001,0.94467,1.0,1.0,1.0,1.0,0.9435,0.92269,1.0,0.82186,1.0,1.0,1.0,1.0,1.0,1.0,0.59142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51108,0.06384,1.0,1.0,1.0,1.0,lipid metabolism
Rv2503c,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96693,1.0,1.0,1.0,0.58343,1.0,1.0,1.0,0.1144,0.22486,1.0,1.0,0.77146,1.0,0.44701,0.45851,1.0,1.0,1.0,1.0,1.0,0.92101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,lipid metabolism
Rv2504c,1.0,1.0,1.0,1.0,1.0,0.30966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,0.64412,0.7015899999999999,1.0,1.0,0.99662,1.0,0.02126,1.0,0.56358,0.0882,1.0,0.851,0.20585,1.0,0.63957,0.70862,1.0,0.26448,1.0,1.0,1.0,0.64172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94974,1.0,1.0,1.0,1.0,lipid metabolism
Rv2505c,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8377600000000001,0.8353200000000001,1.0,1.0,1.0,1.0,0.99534,1.0,1.0,1.0,0.69825,0.58326,1.0,0.85557,0.79635,1.0,0.97436,0.8227200000000001,0.6356,0.90023,1.0,1.0,1.0,0.95039,1.0,1.0,0.89517,0.58735,1.0,1.0,1.0,0.37897,1.0,0.5795899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97297,1.0,1.0,0.50284,0.80667,1.0,1.0,1.0,lipid metabolism
Rv2506,1.0,1.0,1.0,1.0,1.0,0.55801,1.0,1.0,1.0,1.0,0.665,1.0,1.0,0.94027,1.0,1.0,1.0,1.0,1.0,0.9183,1.0,0.58816,1.0,0.62603,0.63439,1.0,0.78765,0.81866,1.0,0.84403,0.65077,0.09434,0.154,1.0,1.0,0.02978,0.95839,0.97403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09083,0.34068000000000004,1.0,1.0,0.69928,1.0,1.0,1.0,1.0,1.0,1.0,0.66176,1.0,1.0,0.59926,1.0,1.0,1.0,0.10025,regulatory proteins
Rv2507,1.0,1.0,1.0,0.0,1.0,1.0,0.9690000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.9397,0.6044,0.95168,0.8531200000000001,0.95081,0.44873,0.0041600000000000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24054,1.0,1.0,0.0,0.96818,1.0,1.0,1.0,1.0,1.0,0.98411,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2182,0.12395,cell wall and cell processes
Rv2508c,1.0,1.0,1.0,1.0,1.0,0.27792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,0.94015,0.94561,1.0,1.0,1.0,1.0,1.0,1.0,0.51048,0.53693,1.0,0.66306,0.16333,1.0,0.80786,1.0,0.86145,1.0,1.0,1.0,1.0,0.11666,1.0,1.0,1.0,0.72253,1.0,1.0,1.0,0.03153,1.0,0.7604,1.0,1.0,0.75575,1.0,1.0,1.0,1.0,1.0,1.0,0.62234,1.0,1.0,0.73838,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,intermediary metabolism and respiration
Rv2510c,1.0,1.0,1.0,0.50907,1.0,0.28326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96415,0.97377,1.0,0.8507600000000001,1.0,0.8634700000000001,0.99732,1.0,0.98239,1.0,0.99556,1.0,1.0,0.23365,0.05158,1.0,0.93338,0.48616,0.88723,1.0,1.0,1.0,1.0,0.7831899999999999,0.90307,1.0,0.95247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75984,1.0,1.0,0.80594,1.0,conserved hypotheticals
Rv2511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95949,1.0,1.0,0.94561,1.0,1.0,0.21979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62663,1.0,1.0,1.0,0.56172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.01331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,intermediary metabolism and respiration
Rv2512c,1.0,1.0,1.0,1.0,1.0,0.80016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96894,0.61869,0.91556,1.0,1.0,1.0,1.0,0.6266,1.0,0.7821899999999999,0.31579,1.0,1.0,0.17740999999999998,1.0,0.90774,0.51564,1.0,1.0,1.0,1.0,1.0,0.85936,0.8897299999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.37354,1.0,0.96546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,insertion seqs and phages
Rv2513,1.0,1.0,1.0,1.0,1.0,0.39495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22816,0.98483,0.24394,0.67251,0.99817,0.97245,0.9183,1.0,0.5210199999999999,1.0,0.8022699999999999,0.64363,1.0,0.5283800000000001,1.0,1.0,0.79443,1.0,1.0,1.0,1.0,1.0,1.0,0.78518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18415,1.0,1.0,1.0,0.80035,conserved hypotheticals
Rv2514c,1.0,1.0,1.0,1.0,1.0,0.50988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47503,1.0,0.94015,1.0,1.0,1.0,0.9839,1.0,1.0,1.0,0.93683,0.86179,1.0,0.85557,0.55534,1.0,0.81433,0.52069,0.7688,1.0,1.0,1.0,1.0,0.99242,1.0,1.0,0.81795,1.0,1.0,1.0,1.0,1.0,1.0,0.3983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98215,0.95602,0.07871,0.25797,conserved hypotheticals
Rv2515c,1.0,1.0,1.0,1.0,1.0,0.50244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94371,1.0,0.58203,0.94561,1.0,1.0,0.87571,1.0,0.30671,1.0,0.0,0.10118,1.0,0.6155,0.16909000000000002,1.0,0.95241,0.42881,1.0,1.0,1.0,1.0,1.0,0.33606,0.9727,1.0,0.8200799999999999,0.78935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95558,1.0,1.0,0.6482100000000001,1.0,1.0,1.0,1.0,conserved hypotheticals
Rv2516c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81911,1.0,1.0,0.94561,1.0,1.0,0.8240299999999999,1.0,0.1362,1.0,0.10299,1.0,1.0,0.41200000000000003,1.0,1.0,0.38181,1.0,1.0,1.0,1.0,1.0,1.0,0.58896,1.0,1.0,0.74258,0.7327899999999999,1.0,1.0,1.0,1.0,1.0,0.64732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54577,0.33603,conserved hypotheticals
Rv2517c,1.0,1.0,1.0,1.0,1.0,0.45536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9788,1.0,0.93052,0.9183,1.0,0.99467,1.0,0.6031,0.86179,1.0,0.31637,0.08222,1.0,0.42186,0.6241899999999999,1.0,1.0,1.0,1.0,1.0,0.84839,1.0,1.0,0.91634,1.0,1.0,1.0,1.0,0.28962,1.0,0.39266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45689,1.0,1.0,1.0,1.0,conserved hypotheticals
Rv2518c,1.0,1.0,0.33516,0.09763,1.0,1.0,1.0,1.0,0.4850600000000001,1.0,1.0,1.0,1.0,0.52781,1.0,0.66575,0.0,0.76731,0.1675,1.0,1.0,0.3721,1.0,0.27926,1.0,1.0,0.73415,1.0,1.0,0.81839,1.0,0.76151,1.0,1.0,1.0,1.0,0.51272,0.76088,1.0,0.09062,0.0,1.0,1.0,1.0,0.7578699999999999,1.0,0.47832,1.0,1.0,0.51115,0.23303,1.0,0.561,0.0,0.2394,1.0,1.0,0.0665,1.0,1.0,1.0,1.0,0.0,0.0,cell wall and cell processes
Rv2519,1.0,1.0,1.0,1.0,1.0,0.65422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98452,1.0,0.82337,1.0,1.0,0.9183,1.0,1.0,1.0,0.64012,0.70939,1.0,1.0,0.57318,1.0,0.8649399999999999,0.6847300000000001,1.0,0.6935399999999999,1.0,1.0,1.0,0.60525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90842,1.0,0.99917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,PE/PPE
Rv2520c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2521,1.0,1.0,1.0,1.0,1.0,0.41937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36025,1.0,1.0,0.94561,1.0,1.0,0.98894,1.0,1.0,1.0,0.00441,0.20915,1.0,0.7107399999999999,0.63831,1.0,1.0,0.8164899999999999,1.0,1.0,1.0,1.0,1.0,0.7935399999999999,1.0,1.0,1.0,0.91011,1.0,1.0,1.0,0.8744700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96886,1.0,1.0,1.0,1.0,"virulence, detoxification, adaptation"
Rv2522c,1.0,1.0,1.0,1.0,1.0,0.56639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92367,1.0,1.0,0.94561,1.0,1.0,0.94788,1.0,0.24076,1.0,0.53788,0.22664,1.0,0.13118,0.5381,1.0,0.58458,0.37877,0.98811,1.0,1.0,1.0,1.0,0.26478,1.0,1.0,1.0,0.92952,1.0,1.0,1.0,0.72018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97297,1.0,1.0,0.71039,1.0,1.0,1.0,1.0,conserved hypotheticals
Rv2523c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,lipid metabolism
Rv2524c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85665,1.0,0.68806,0.85596,1.0,0.92424,0.91876,0.99568,0.6466,1.0,0.4577100000000001,0.86179,1.0,0.85564,1.0,1.0,0.84555,1.0,1.0,1.0,1.0,1.0,1.0,0.61819,1.0,1.0,0.84083,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,lipid metabolism
Rv2525c,1.0,1.0,1.0,1.0,1.0,0.91727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9322,0.5924,0.94987,1.0,1.0,0.99494,1.0,1.0,1.0,0.85575,1.0,0.5292,1.0,1.0,1.0,0.39679,1.0,0.73268,1.0,1.0,1.0,1.0,0.5796399999999999,1.0,1.0,0.8743700000000001,0.98318,1.0,1.0,1.0,0.8543700000000001,1.0,0.98411,1.0,0.6572899999999999,0.75073,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.65738,1.0,1.0,1.0,1.0,conserved hypotheticals
Rv2526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91918,0.94047,0.94015,0.8507600000000001,1.0,1.0,0.78261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96744,1.0,1.0,0.93974,1.0,1.0,1.0,1.0,1.0,1.0,0.7588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5627800000000001,1.0,1.0,1.0,1.0,"virulence, detoxification, adaptation"
Rv2527,1.0,1.0,1.0,1.0,1.0,0.27604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.58015,0.97864,1.0,0.98436,1.0,1.0,0.9733,1.0,1.0,1.0,0.20898000000000005,0.6243,1.0,0.05148,0.19658,1.0,0.22129,1.0,1.0,0.7402,1.0,1.0,1.0,0.58482,1.0,1.0,1.0,1.0,0.70639,1.0,1.0,0.91381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09614,1.0,"virulence, detoxification, adaptation"
Rv2528c,1.0,1.0,1.0,1.0,1.0,0.6657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95933,1.0,0.78728,0.94561,1.0,0.95845,0.98094,1.0,0.9733,1.0,0.13424,0.42547,1.0,0.85557,0.83681,1.0,0.69716,0.5119,1.0,1.0,1.0,1.0,1.0,0.6876899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83567,1.0,1.0,1.0,1.0,information pathways
Rv2529,1.0,1.0,1.0,1.0,1.0,0.4270000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98693,1.0,1.0,1.0,0.9183,1.0,0.93469,1.0,0.00924,0.19835,1.0,0.8461200000000001,1.0,1.0,0.8527299999999999,1.0,0.79398,1.0,1.0,1.0,0.33714,0.04541,0.8866700000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.92656,1.0,0.42007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,conserved hypotheticals
Rv2530A,1.0,1.0,1.0,1.0,1.0,0.4521,0.69825,1.0,0.42394,1.0,1.0,1.0,1.0,0.86867,1.0,1.0,1.0,1.0,1.0,0.93223,1.0,1.0,1.0,0.90836,0.89079,1.0,0.85557,0.57067,1.0,0.885,0.61098,0.91559,0.5492100000000001,1.0,1.0,1.0,0.66945,0.8866700000000001,1.0,0.93974,0.96054,1.0,1.0,1.0,1.0,1.0,0.93776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17906,1.0,"virulence, detoxification, adaptation"
Rv2530c,1.0,1.0,1.0,1.0,1.0,0.78928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8377600000000001,1.0,0.98107,0.9788,1.0,1.0,0.94788,1.0,1.0,1.0,0.72139,0.64363,1.0,1.0,0.57067,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,0.7954100000000001,0.7872399999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91181,1.0,1.0,0.50579,0.29531,"virulence, detoxification, adaptation"
Rv2531c,1.0,1.0,1.0,1.0,1.0,0.56639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30793000000000004,1.0,1.0,1.0,1.0,1.0,0.93638,1.0,0.21461,1.0,1.0,0.19137,1.0,0.53962,0.0,1.0,1.0,0.41537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10165,1.0,1.0,1.0,1.0,0.87341,0.38522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63263,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2532c,1.0,1.0,1.0,0.99664,1.0,0.41968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98004,1.0,0.69916,1.0,1.0,1.0,1.0,1.0,0.02126,1.0,0.0956,0.6562399999999999,1.0,0.14175,0.8922200000000001,1.0,0.97329,0.29026,1.0,0.60197,1.0,1.0,1.0,0.48814,1.0,1.0,0.9169,1.0,1.0,1.0,1.0,0.85915,1.0,0.8959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56557,1.0,1.0,1.0,1.0,conserved hypotheticals
Rv2533c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv2534c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01088,0.0,0.0,0.0,0.0,0.1064,0.07232000000000001,0.00539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv2535c,1.0,1.0,1.0,0.32501,1.0,1.0,0.03192,1.0,0.8751700000000001,0.36021,1.0,1.0,1.0,0.8627799999999999,1.0,0.97019,0.7076600000000001,1.0,0.14106,0.75074,1.0,0.0,1.0,0.6429199999999999,0.53703,0.0,0.3857,0.83305,0.6853100000000001,0.7931600000000001,0.79609,0.08388999999999999,1.0,1.0,1.0,0.19411,0.04314,0.47744,1.0,0.4247,0.0,1.0,1.0,1.0,0.0,0.01345,0.0,1.0,1.0,0.0,0.0,0.04139,1.0,1.0,1.0,1.0,0.2793,1.0,1.0,1.0,1.0,1.0,1.0,0.0,intermediary metabolism and respiration
Rv2536,1.0,1.0,1.0,1.0,1.0,0.3802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81329,0.90312,1.0,1.0,0.73443,0.80033,0.19564,0.93486,1.0,0.30288000000000004,0.11143,1.0,1.0,0.40589,1.0,0.90774,0.65589,1.0,1.0,1.0,1.0,1.0,0.8785200000000001,1.0,1.0,0.09062,0.90503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38296,0.25926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35264,1.0,1.0,1.0,0.07937000000000001,cell wall and cell processes
Rv2537c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99291,1.0,1.0,1.0,1.0,1.0,0.98094,1.0,1.0,1.0,0.59372,0.64286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81909,1.0,1.0,0.8398100000000001,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,0.8174899999999999,intermediary metabolism and respiration
Rv2538c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2539c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
