ORF,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_mbio_H37Rv,carey_630_vs_mbio_H37Rv,carey_631_vs_mbio_H37Rv,carey_632_vs_mbio_H37Rv,carey_641_vs_mbio_H37Rv,carey_662_vs_mbio_H37Rv,carey_663_vs_mbio_H37Rv,carey_667_vs_mbio_H37Rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,Functional_Category
Rv2366c,1.0,1.0,1.0,1.0,1.0,0.29618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16303,0.3361,1.0,0.24676,0.6976899999999999,1.0,1.0,0.8632700000000001,0.0,1.0,0.96435,0.28435,1.0,0.86916,0.06362999999999999,1.0,0.39046,0.0,1.0,1.0,1.0,1.0,1.0,0.8002199999999999,0.93485,1.0,0.31836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7852600000000001,1.0,1.0,1.0,0.73048,cell wall and cell processes
Rv2368c,1.0,1.0,1.0,1.0,1.0,0.7186899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65278,1.0,0.9097,0.5795899999999999,1.0,1.0,1.0,1.0,0.94009,1.0,0.92073,1.0,1.0,1.0,0.60861,1.0,1.0,0.7116600000000001,0.6568,1.0,1.0,1.0,1.0,0.98983,1.0,1.0,0.63694,1.0,1.0,1.0,1.0,0.78256,1.0,0.99739,1.0,1.0,0.0,0.07451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92581,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,PE/PPE
Rv2373c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93655,0.19223,1.0,0.36147,1.0,0.43942,0.92953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"virulence, detoxification, adaptation"
Rv2374c,1.0,1.0,1.0,1.0,1.0,0.39225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0798,0.97388,0.07389,0.1229,0.13793,0.08721,1.0,0.08023,0.0,0.6291899999999999,1.0,0.75452,0.28366,0.0,0.45388,0.04092,0.69191,0.8730600000000001,0.0,0.27185,1.0,1.0,1.0,0.03174,0.8866700000000001,1.0,0.00197,0.00275,1.0,1.0,1.0,0.30524,0.0285,1.0,1.0,1.0,0.0,0.0,1.0,0.6813100000000001,0.0,0.27623000000000003,0.65291,0.57395,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"virulence, detoxification, adaptation"
Rv2376c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99343,1.0,0.69843,1.0,1.0,1.0,0.8760899999999999,1.0,1.0,1.0,0.8971299999999999,1.0,1.0,0.66146,1.0,1.0,0.35578000000000004,1.0,0.95256,1.0,1.0,1.0,1.0,0.99242,0.95048,1.0,0.03399,1.0,1.0,1.0,1.0,0.97527,1.0,0.9515,1.0,0.90769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64786,1.0,1.0,1.0,1.0,1.0,0.5767100000000001,0.92265,cell wall and cell processes
Rv2377c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76879,0.29383000000000004,1.0,1.0,1.0,0.50844,0.59938,1.0,0.62297,1.0,0.44396,1.0,1.0,0.85557,1.0,1.0,0.84403,1.0,0.7499600000000001,1.0,1.0,1.0,1.0,0.48407,1.0,1.0,0.84325,1.0,1.0,1.0,1.0,0.97527,0.93656,0.17768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,lipid metabolism
Rv2378c,1.0,1.0,1.0,0.80182,1.0,0.35627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0957,0.79387,0.01842,0.05303,0.5867600000000001,0.40179,0.15934,0.09717,0.0,1.0,0.03306,0.4803,0.09068,0.03965,0.56986,1.0,0.24257,0.49127,0.00443,0.16352,1.0,1.0,1.0,0.78518,1.0,1.0,0.03889,1.0,0.06775,0.02064,1.0,1.0,0.0285,0.00608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8776799999999999,1.0,0.71519,0.91452,1.0,1.0,1.0,0.01535,lipid metabolism
Rv2379c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24402,0.79371,1.0,1.0,1.0,0.84752,0.78289,0.88108,0.46392,1.0,0.27787,0.92435,0.95527,0.0,1.0,0.92073,0.60109,1.0,0.53272,0.02059,1.0,0.006999999999999999,0.11830999999999997,0.21505,0.33762,1.0,1.0,1.0,0.1335,1.0,1.0,0.0,1.0,0.00998,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.21902,1.0,1.0,0.00525,0.0,lipid metabolism
Rv2380c,1.0,1.0,1.0,0.82184,1.0,0.7775,1.0,1.0,0.98458,1.0,1.0,1.0,1.0,1.0,0.98708,0.90929,1.0,1.0,1.0,0.9849,1.0,0.0,0.8436,0.0,0.71995,0.02064,0.32039,0.091,1.0,0.0,0.78492,0.0,1.0,1.0,1.0,1.0,0.47261,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.04411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.095,0.31255,0.06982000000000001,1.0,1.0,1.0,0.0,lipid metabolism
Rv2381c,1.0,1.0,1.0,1.0,1.0,0.53481,1.0,1.0,0.53969,0.31804,1.0,1.0,1.0,0.75908,0.61282,0.40367,0.56725,1.0,1.0,0.81565,1.0,0.0,1.0,0.02469,0.7560100000000001,0.24981,0.33201,0.0323,1.0,0.23531,0.8743700000000001,0.0691,0.17361,1.0,1.0,1.0,0.38873,1.0,1.0,0.25977,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41128,1.0,1.0,0.91786,1.0,1.0,0.0,0.00201,lipid metabolism
Rv2382c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46013,0.50963,1.0,1.0,1.0,1.0,0.98162,0.6262300000000001,0.38256,1.0,0.93701,0.64286,1.0,0.85557,0.57067,1.0,0.72405,0.65788,0.41995,1.0,1.0,1.0,1.0,0.98615,1.0,1.0,0.80006,1.0,0.0,0.0,1.0,0.65122,0.111,0.0,1.0,1.0,0.6305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54577,0.50888,lipid metabolism
Rv2383c,1.0,1.0,1.0,0.33682,1.0,0.5846100000000001,0.371,1.0,0.15108,0.23548,1.0,1.0,1.0,0.12851,0.6537,0.37229,0.10108,1.0,0.4301,0.24452,1.0,0.0,1.0,0.00243,0.85465,0.01565,0.3896,0.00411,0.75958,0.04525,0.7420899999999999,0.0,1.0,1.0,1.0,1.0,0.48814,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.77305,1.0,1.0,1.0,1.0,1.0,1.0,0.62234,1.0,0.038610000000000005,0.46235,0.70127,1.0,0.0,0.0,lipid metabolism
Rv2384,1.0,1.0,1.0,0.99664,1.0,0.47324,0.73582,1.0,0.6189899999999999,0.25782,1.0,1.0,1.0,0.7046399999999999,0.8544700000000001,0.61568,0.5332899999999999,1.0,0.33054,0.52913,0.7804,0.0,1.0,0.60531,0.64286,0.41425,0.78084,0.03145,1.0,0.006999999999999999,0.25302,0.0,0.99504,1.0,1.0,1.0,0.47502,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.82358,1.0,1.0,1.0,0.83196,1.0,0.88079,1.0,0.32645,1.0,1.0,1.0,0.0,0.01014,lipid metabolism
Rv2385,1.0,1.0,1.0,1.0,1.0,0.6634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35633000000000004,0.98871,0.99445,1.0,1.0,1.0,1.0,1.0,0.99825,1.0,0.48448,0.54885,1.0,0.47631,0.1149,1.0,0.60761,0.18096,1.0,0.8856799999999999,1.0,1.0,1.0,0.31569,0.97403,1.0,1.0,1.0,1.0,1.0,1.0,0.86264,1.0,1.0,1.0,1.0,0.8393700000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.98857,1.0,1.0,0.70408,1.0,1.0,1.0,0.8174899999999999,lipid metabolism
Rv2386c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45655,0.0133,0.48266,0.07723,0.0114,0.16449,0.94373,0.11456,0.99003,1.0,0.19792,0.7829699999999999,1.0,0.85557,0.57067,0.6853100000000001,0.2907,0.51993,0.30441,1.0,1.0,1.0,1.0,0.90523,1.0,1.0,0.9706,1.0,0.24126,0.13574,1.0,0.70223,0.057,0.01625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6274,1.0,1.0,1.0,0.00703,lipid metabolism
Rv2388c,1.0,1.0,1.0,1.0,1.0,0.37518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6027399999999999,0.97107,0.99386,1.0,1.0,1.0,0.96571,0.99762,0.65887,1.0,0.98114,0.68071,1.0,0.37398,1.0,1.0,0.94611,0.77237,1.0,1.0,1.0,1.0,1.0,0.3506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95095,1.0,0.43921,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8063100000000001,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2389c,1.0,1.0,1.0,1.0,1.0,0.28326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36868,0.97107,0.60322,0.8792200000000001,1.0,1.0,1.0,1.0,0.78657,1.0,0.59458,0.27525,1.0,0.20055,0.00411,1.0,0.22388,0.02533,0.9834,1.0,1.0,1.0,1.0,0.78174,0.92479,1.0,0.81224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99697,1.0,1.0,0.40231,1.0,1.0,1.0,0.14847,cell wall and cell processes
Rv2391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81176,1.0,1.0,1.0,1.0,0.2339,0.94083,0.0752,0.11131,1.0,0.64357,0.46887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31796,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,0.0,0.00511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70627,1.0,1.0,1.0,0.11942,intermediary metabolism and respiration
Rv2392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80572,0.97149,1.0,0.32754,1.0,0.46782,0.8624799999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48968,1.0,1.0,0.00197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.40804,0.5859,1.0,1.0,1.0,0.01137,1.0,1.0,1.0,1.0,0.0,0.91635,1.0,1.0,1.0,0.8174899999999999,intermediary metabolism and respiration
Rv2393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85198,0.97374,0.65876,0.19067,0.6582899999999999,1.0,1.0,0.48185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.638,1.0,1.0,0.85539,0.18367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.01331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,intermediary metabolism and respiration
Rv2394,1.0,1.0,1.0,0.80182,1.0,0.80867,1.0,1.0,1.0,1.0,0.66718,0.98394,1.0,0.99343,0.97107,0.92186,0.98553,1.0,1.0,0.78004,1.0,0.38647,1.0,1.0,0.36273,1.0,0.8569,0.08222,1.0,0.7759,0.0,0.105,1.0,1.0,1.0,1.0,0.61038,0.76088,1.0,1.0,0.97654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75427,1.0,1.0,1.0,1.0,1.0,1.0,0.68297,1.0,1.0,0.58075,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2395,1.0,1.0,1.0,1.0,1.0,0.8278200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97551,1.0,0.87341,1.0,1.0,1.0,1.0,0.9537,0.95292,1.0,0.73511,1.0,1.0,1.0,0.6672100000000001,1.0,0.40916,0.89351,1.0,1.0,1.0,1.0,1.0,0.8847700000000001,1.0,1.0,1.0,0.7764300000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8391799999999999,1.0,1.0,0.83368,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2396,1.0,1.0,1.0,1.0,1.0,0.2793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69121,0.89369,0.94497,0.98904,1.0,0.96516,0.8696200000000001,0.98959,0.8107,1.0,0.98114,0.51017,1.0,0.98837,0.60285,1.0,1.0,0.27095,1.0,1.0,1.0,1.0,1.0,0.77815,1.0,1.0,1.0,0.98704,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,PE/PPE
Rv2397c,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0095,0.0,0.0,0.0,0.0,0.2396,0.0,0.6466,1.0,0.85115,1.0,1.0,0.85557,1.0,1.0,0.84555,1.0,1.0,1.0,1.0,1.0,1.0,0.37329,0.6612,1.0,0.06452000000000001,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91786,1.0,1.0,1.0,0.07304,cell wall and cell processes
Rv2398c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03443,0.61282,0.0038,0.2325,0.0,0.12999000000000002,0.95569,0.53259,1.0,1.0,0.5414100000000001,0.86179,1.0,0.7322,0.83519,1.0,0.99871,0.8743700000000001,0.23265,1.0,1.0,1.0,1.0,0.7520399999999999,1.0,1.0,0.00197,0.00717,1.0,1.0,1.0,1.0,1.0,0.9655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5071399999999999,1.0,1.0,0.70398,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2399c,0.04433,0.39899999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05125,0.08032,0.0,0.0,0.0,0.0,0.92953,0.0,0.95292,1.0,0.53285,1.0,0.76532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37836,1.0,1.0,0.00197,0.04767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34151,0.60693,0.97923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2400c,0.0,0.0,1.0,0.61423,1.0,1.0,1.0,1.0,0.7106,1.0,1.0,1.0,1.0,0.0,0.17634,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.72707,0.27635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21342,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0407,0.01625,0.0,0.01223,0.0,0.00621,1.0,1.0,0.17348,1.0,1.0,1.0,1.0,1.0,0.0,0.02494,cell wall and cell processes
Rv2401A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2403c,1.0,1.0,1.0,1.0,1.0,0.65678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7694300000000001,0.99051,1.0,0.97849,1.0,1.0,0.89694,1.0,0.97942,1.0,1.0,0.7612300000000001,1.0,0.47631,0.42917,1.0,0.42186,0.97665,1.0,0.76456,1.0,1.0,1.0,0.98071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5959399999999999,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2404c,1.0,1.0,1.0,1.0,1.0,0.35571,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.00322,0.37688,0.03171,0.24461,0.29067,0.39993,0.00605,0.99762,0.27036,1.0,0.36667,0.07299,1.0,0.83176,1.0,0.21718,1.0,0.7309100000000001,0.90194,1.0,1.0,1.0,0.68102,0.02433,0.5493100000000001,1.0,0.00197,0.11042,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73544,1.0,0.99445,0.96848,1.0,0.943,0.9374,1.0,1.0,1.0,0.95156,0.54348,1.0,1.0,1.0,1.0,0.77513,0.9863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98707,0.4776,1.0,1.0,1.0,1.0,1.0,0.95122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30199000000000004,1.0,1.0,1.0,1.0,PE/PPE
Rv2412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv2416c,1.0,1.0,1.0,1.0,1.0,0.72459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32529,0.96804,1.0,0.33989,1.0,1.0,1.0,1.0,0.60511,1.0,0.26508000000000004,1.0,1.0,0.50121,1.0,1.0,0.09863,0.44799999999999995,1.0,1.0,1.0,1.0,0.94571,0.95039,1.0,1.0,1.0,0.88634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"virulence, detoxification, adaptation"
Rv2419c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99445,0.98192,1.0,1.0,1.0,1.0,0.13932,1.0,0.05536,1.0,1.0,0.87849,0.56693,1.0,0.60007,1.0,0.40477,1.0,1.0,1.0,1.0,0.97957,1.0,1.0,1.0,0.9729,0.30341,0.09975,1.0,1.0,1.0,0.41044,1.0,1.0,0.20558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,0.11367,0.04284,intermediary metabolism and respiration
Rv2421c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5712,0.97575,1.0,0.42543,0.72336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2424c,1.0,1.0,1.0,1.0,1.0,0.23238000000000006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72945,0.77117,1.0,0.62427,1.0,0.96225,1.0,1.0,0.95476,1.0,0.22161,0.74162,1.0,0.62773,0.32554,1.0,0.84403,0.41537,1.0,1.0,1.0,1.0,1.0,0.78518,1.0,1.0,0.9706,0.8883200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88079,1.0,1.0,0.060120000000000014,1.0,1.0,1.0,0.98555,insertion seqs and phages
Rv2427c,1.0,1.0,1.0,1.0,1.0,0.56366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01124,0.0,0.0,0.1462,0.0,0.09289,0.0,0.0,0.92931,0.92971,0.57408,0.2478,1.0,0.4554,0.53181,1.0,0.3192,0.16061,1.0,1.0,1.0,1.0,1.0,0.32855,0.0,1.0,0.00197,0.05943,0.513,0.008490000000000001,1.0,1.0,0.0,0.03338,1.0,1.0,1.0,0.13265,1.0,1.0,1.0,1.0,1.0,1.0,0.7875,1.0,0.60646,1.0,1.0,1.0,0.00703,intermediary metabolism and respiration
Rv2428,1.0,1.0,1.0,1.0,1.0,0.65678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70768,1.0,0.96029,0.98259,1.0,1.0,0.98745,1.0,1.0,1.0,0.00441,0.31579,1.0,1.0,1.0,1.0,0.2678,0.7530600000000001,1.0,1.0,1.0,1.0,1.0,0.3807,1.0,1.0,0.94556,0.7641899999999999,1.0,1.0,1.0,0.93224,1.0,0.8524799999999999,1.0,1.0,0.0,0.01331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"virulence, detoxification, adaptation"
Rv2429,1.0,1.0,1.0,1.0,1.0,0.34517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7729199999999999,1.0,1.0,0.995,1.0,0.99772,1.0,1.0,1.0,1.0,1.0,0.78018,1.0,0.52722,0.68582,1.0,0.75593,0.94256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74989,0.0,1.0,1.0,1.0,0.8744700000000001,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.98857,1.0,1.0,0.90742,1.0,1.0,1.0,0.03776,"virulence, detoxification, adaptation"
Rv2430c,1.0,1.0,1.0,1.0,1.0,0.27708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99555,1.0,0.5675,0.8397399999999999,1.0,0.79566,1.0,0.96917,0.98571,1.0,0.73738,0.48924,1.0,1.0,1.0,1.0,1.0,0.63977,1.0,1.0,1.0,1.0,1.0,0.1995,1.0,1.0,0.58338,1.0,1.0,1.0,1.0,0.35102,1.0,0.7604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8391299999999999,1.0,1.0,0.55483,1.0,1.0,1.0,0.90693,PE/PPE
