Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P9WF85	VPC25_MYCTU	reviewed	Ribonuclease VapC25 (RNase VapC25) (EC 3.1.-.-) (Toxin VapC25)	vapC25 Rv0277c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	142
P9WM95	Y030_MYCTU	reviewed	Uncharacterized protein Rv0030	Rv0030 MTCY10H4.30	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	109
P9WLM1	Y2030_MYCTU	reviewed	Uncharacterized protein Rv2030c	Rv2030c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	681
P9WLT3	Y1702_MYCTU	reviewed	Uncharacterized protein Rv1702cMb1728c	Rv1702c MTCI125.24c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	454
P9WGQ3	Y1714_MYCTU	reviewed	Uncharacterized oxidoreductase Rv1714 (EC 1.-.-.-)	Rv1714	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	270
O53281	Y3034_MYCTU	reviewed	Putative acetyltransferase Rv3034c (EC 2.3.1.-)	Rv3034c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	300
P9WFM7	Y2908_MYCTU	reviewed	UPF0109 protein Rv2908c	Rv2908c MTCY274.40c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	80
P9WPV9	Y3552_MYCTU	reviewed	Putative CoA-transferase subunit beta Rv3552 (EC 2.8.3.-)	Rv3552 MTCY03C7.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	250
P9WKX5	Y3679_MYCTU	reviewed	Putative ATPase Rv3679	Rv3679 MTV025.027	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	340
P9WL19	Y2923_MYCTU	reviewed	Uncharacterized protein Rv2923c	Rv2923c MTCY338.12c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	137
P9WFD3	Y3134_MYCTU	reviewed	Universal stress protein Rv3134c (USP Rv3134c)	Rv3134c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	268
P9WL71	Y2598_MYCTU	reviewed	Uncharacterized protein Rv2598	Rv2598 MTCY227.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	164
O33285	Y274C_MYCTU	reviewed	Putative envelope-preserving system protein Rv2742c	Rv2742c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	277
P9WJ11	Y2654_MYCTU	reviewed	Antitoxin Rv2654c	Rv2654c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	81
P9WKL7	Y970_MYCTU	reviewed	Uncharacterized protein Rv0970	Rv0970 MTCY10D7.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	210
P9WKP5	Y898_MYCTU	reviewed	Uncharacterized protein Rv0898c	Rv0898c MTCY31.26c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	87
P9WKR9	Y874_MYCTU	reviewed	Uncharacterized protein Rv0874c	Rv0874c MTCY31.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	386
P9WFR9	TYSY_MYCTU	reviewed	Thymidylate synthase ThyA (TS) (TSase) (EC 2.1.1.45)	thyA Rv2764c MTV002.29c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	263
P9WFB5	VAPC6_MYCTU	reviewed	Ribonuclease VapC6 (RNase VapC6) (EC 3.1.-.-) (Toxin VapC6)	vapC6 Rv0656c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	127
P9WF51	VPC49_MYCTU	reviewed	Ribonuclease VapC49 (RNase VapC49) (EC 3.1.-.-) (Toxin VapC49)	vapC49 Rv3180c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	144
P9WF89	VPC23_MYCTU	reviewed	Ribonuclease VapC23 (RNase VapC23) (EC 3.1.-.-) (Toxin VapC23)	vapC23 Rv2863	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	126
O06775	VAPB8_MYCTU	reviewed	Putative antitoxin VapB8	vapB8 Rv0664	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	90
P9WFC1	VAPC1_MYCTU	reviewed	Ribonuclease VapC1 (RNase VapC1) (EC 3.1.-.-) (Toxin VapC1)	vapC1 Rv0065	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	133
P95004	VPC20_MYCTU	reviewed	23S rRNA-specific endonuclease VapC20 (EC 3.1.-.-) (Ribonuclease VapC20) (RNase VapC20) (Toxin VapC20)	vapC20 Rv2549c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	131
P9WL61	Y2632_MYCTU	reviewed	Uncharacterized protein Rv2632c	Rv2632c MTCY441.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	93
P0CG95	Y814_MYCTU	reviewed	Uncharacterized protein Rv0814c	sseC2 Rv0814c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	100
P9WJ65	RSMAF_MYCTU	reviewed	Anti-sigma-M factor RsmA (Regulator of SigM) (Sigma-M anti-sigma factor RsmA)	rsmA Rv3912 RVBD_3912	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	254
P9WGP9	SADH_MYCTU	reviewed	Putative oxidoreductase SadH (EC 1.-.-.-)	sadH Rv3085	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	276
P9WGC5	SUCC_MYCTU	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Rv0951 MTCY10D7.23c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	387
P9WFX5	TRPD_MYCTU	reviewed	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Rv2192c MTCY190.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	370
P9WMJ3	VIRS_MYCTU	reviewed	HTH-type transcriptional regulator VirS (Virulence-regulating protein VirS)	virS Rv3082c MTV013.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	340
P9WJ23	VPB39_MYCTU	reviewed	Antitoxin VapB39	vapB39 Rv2530A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	74
P9WF73	VPC32_MYCTU	reviewed	Ribonuclease VapC32 (RNase VapC32) (EC 3.1.-.-) (Toxin VapC32)	vapC32 Rv1114	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	124
P9WLI5	Y2206_MYCTU	reviewed	Uncharacterized protein Rv2206	Rv2206 MTCY190.17	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	236
P9WLI9	Y2197_MYCTU	reviewed	Uncharacterized protein Rv2197c	Rv2197c MTCY190.08c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	214
P9WLI3	Y2209_MYCTU	reviewed	Uncharacterized protein Rv2209	Rv2209 MTCY190.20	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	512
P9WM07	Y1357_MYCTU	reviewed	Uncharacterized protein Rv1357c	Rv1357c MTCY02B10.21c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	307
P95149	Y1866_MYCTU	reviewed	Probable CoA-transferase Rv1866 (EC 2.8.3.-)	Rv1866 RVBD_1866 P425_01930	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	802
P9WLW5	Y1507_MYCTU	reviewed	Uncharacterized protein Rv1507c	Rv1507c MTCY277.29c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	231
P9WLP5	Y1993_MYCTU	reviewed	Uncharacterized protein Rv1993c	Rv1993c MTCY39.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	90
P9WMF3	Y2282_MYCTU	reviewed	Uncharacterized HTH-type transcriptional regulator Rv2282c	Rv2282c MTCY339.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	312
P9WFP7	Y1461_MYCTU	reviewed	UPF0051 protein Rv1461 [Cleaved into: Endonuclease PI-MtuHIIP (EC 3.1.-.-) (Mtu pps1 intein)]	Rv1461 MTV007.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	846
P9WLA7	Y2468_MYCTU	reviewed	Uncharacterized protein Rv2468c	Rv2468c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	167
P9WHR9	Y3671_MYCTU	reviewed	Serine protease Rv3671c (EC 3.4.21.-)	Rv3671c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	397
P9WMT3	Y3659_MYCTU	reviewed	Putative conjugal transfer protein Rv3659c	Rv3659c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	352
P9WGJ1	Y3661_MYCTU	reviewed	Probable phosphatase Rv3661 (EC 3.1.3.-)	Rv3661 MTV025.009	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	287
P9WGD5	SSB_MYCTU	reviewed	Single-stranded DNA-binding protein (SSB)	ssb Rv0054 MTCY21D4.17	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	164
P9WIM3	Y1847_MYCTU	reviewed	Putative esterase Rv1847 (EC 3.1.2.-)	Rv1847 MTCY359.26c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	140
P9WP05	Y2417_MYCTU	reviewed	DegV domain-containing protein Rv2417c	Rv2417c MTCY253.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	280
A0A089QKZ7	Y155A_MYCTU	reviewed	Uncharacterized protein Rv1155A	Rv1155A LH57_06350	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	62
P9WQJ1	Y1273_MYCTU	reviewed	Uncharacterized ABC transporter ATP-binding protein Rv1273c	Rv1273c MTCY50.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	582
P9WI91	Y1501_MYCTU	reviewed	Uncharacterized protein Rv1501	Rv1501 MTCY277.23	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	273
P9WLQ1	Y1987_MYCTU	reviewed	Uncharacterized protein Rv1987	Rv1987 MTCY39.32c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	142
P9WFS3	Y1491_MYCTU	reviewed	TVP38/TMEM64 family membrane protein Rv1491c	Rv1491c MTCY277.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	252
P9WQ29	Y1320_MYCTU	reviewed	Uncharacterized protein Rv1320c	Rv1320c MTCY130.05c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	567
Q10690	Y2082_MYCTU	reviewed	Uncharacterized protein Rv2082	Rv2082 MTCY49.21	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	721
P9WLL5	Y2075_MYCTU	reviewed	Uncharacterized protein Rv2075c	Rv2075c MTCY49.14c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	487
P9WLX5	Y1480_MYCTU	reviewed	Uncharacterized protein Rv1480	Rv1480 MTCY277.01 MTV007.27	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	317
O07226	Y299_MYCTU	reviewed	Toxin Rv0299	Rv0299	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	100
P9WMF7	Y377_MYCTU	reviewed	Uncharacterized HTH-type transcriptional regulator Rv0377	Rv0377 MTV036.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	321
I6YA50	Y2743_MYCTU	reviewed	Putative envelope-preserving system protein Rv2743c	Rv2743c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	270
P9WFI1	Y893_MYCTU	reviewed	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0893c (EC 2.1.1.-)	Rv0893c MTCY31.21c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	325
P9WGQ5	Y927C_MYCTU	reviewed	Uncharacterized oxidoreductase Rv0927c (EC 1.-.-.-)	Rv0927c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	263
P9WKS3	Y738_MYCTU	reviewed	Uncharacterized protein Rv0738	Rv0738	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	182
O53699	STF0_MYCTU	reviewed	Trehalose 2-sulfotransferase (EC 2.8.2.37)	stf0 Rv0295c LH57_01610	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	267
P9WHH1	TRXB_MYCTU	reviewed	Thioredoxin reductase (TR) (TRXR) (EC 1.8.1.9)	trxB trxB2 trxR Rv3913 MTV028.04	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	335
P9WF77	VPC30_MYCTU	reviewed	Ribonuclease VapC30 (RNase VapC30) (EC 3.1.-.-) (Toxin VapC30)	vapC30 Rv0624 MTCY20H10.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	131
P95262	VPB14_MYCTU	reviewed	Putative antitoxin VapB14	vapB14 Rv1952	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	71
P0DMM2	Y028A_MYCTU	reviewed	Uncharacterized protein Rv0028A	Rv0028A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	47
P9WGQ7	Y1144_MYCTU	reviewed	Uncharacterized oxidoreductase Rv1144 (EC 1.-.-.-)	Rv1144	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	250
P9WLI1	Y2219_MYCTU	reviewed	Uncharacterized protein Rv2219	Rv2219 MTCY190.30	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	250
P9WHQ3	Y1540_MYCTU	reviewed	Uncharacterized RNA pseudouridine synthase Rv1540 (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)	Rv1540 MTCY48.25c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	308
P9WLF1	Y2277_MYCTU	reviewed	Uncharacterized protein Rv2277c	Rv2277c MTCY339.33	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	301
P9WLE1	Y2293_MYCTU	reviewed	Uncharacterized protein Rv2293c	Rv2293c MTCY339.17	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	246
P9WGY9	RPOB_MYCTU	reviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB Rv0667 MTCI376.08c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1178
P9WGH1	RPSC_MYCTU	reviewed	ECF RNA polymerase sigma factor SigC (ECF sigma factor SigC) (Alternative RNA polymerase sigma factor SigC) (RNA polymerase sigma-C factor) (Sigma-C factor)	sigC Rv2069 MTCY49.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	185
P9WJ69	RSHA_MYCTU	reviewed	Anti-sigma factor RshA (Regulator of SigH) (Sigma-H anti-sigma factor RshA)	rshA Rv3221A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	101
P9WF49	VPC47_MYCTU	reviewed	Ribonuclease VapC47 (RNase VapC47) (EC 3.1.-.-) (Toxin VapC47)	vapC47 Rv3408 MTCY78.20c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	136
O69717	VPB50_MYCTU	reviewed	Putative antitoxin VapB50	vapB50 Rv3750c RVBD_3750c LH57_20430 P425_03902	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	130
O50456	VPB33_MYCTU	reviewed	Antitoxin VapB33	vapB33 Rv1241	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	86
P0CV93	VPC16_MYCTU	reviewed	Ribonuclease VapC16 (RNase VapC16) (EC 3.1.-.-) (Toxin VapC16)	vapC16 Rv2231A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	141
O06777	VAPB7_MYCTU	reviewed	Putative antitoxin VapB7	vapB7 Rv0662c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	84
P9WHK1	Y0571_MYCTU	reviewed	Putative phosphoribosyl transferase Rv0571c	Rv0571c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	443
P9WM97	Y028_MYCTU	reviewed	Uncharacterized protein Rv0028	Rv0028 MTCY10H4.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	101
P9WMX9	Y1514_MYCTU	reviewed	Uncharacterized glycosyltransferase Rv1514c (EC 2.4.-.-)	Rv1514c MTCY277.36c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	262
P9WKB7	Y221_MYCTU	reviewed	Putative diacyglycerol O-acyltransferase Rv0221 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv0221)	Rv0221 MTCY08D5.16	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	469
P9WGC1	Y1339_MYCTU	reviewed	Uncharacterized protein Rv1339	Rv1339 MTCY02B10.03 MTCY130.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	273
P9WKB5	Y2285_MYCTU	reviewed	Putative diacyglycerol O-acyltransferase Rv2285 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv2285)	Rv2285 MTCY339.25c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	445
P9WLG7	Y2240_MYCTU	reviewed	Uncharacterized protein Rv2240c	Rv2240c MTCY427.21c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	196
I6XFZ8	Y3035_MYCTU	reviewed	Uncharacterized protein Rv3035	Rv3035 RVBD_3035 P425_03163	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	411
P9WMC7	Y2912_MYCTU	reviewed	Uncharacterized HTH-type transcriptional regulator Rv2912c	Rv2912c MTCY274.44c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	195
P9WJ05	Y910_MYCTU	reviewed	Toxin Rv0910	Rv0910	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	144
P9WML1	YHI2_MYCTU	reviewed	Uncharacterized HIT-like protein Rv1262c	Rv1262c MTCY50.20	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	144
P9WFU9	SYK1_MYCTU	reviewed	Lysine--tRNA ligase 1 (EC 6.1.1.6) (Lysyl-tRNA synthetase 1) (LysRS 1)	lysS1 lysS Rv3598c MTCY07H7B.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	505
P9WFE7	URE3_MYCTU	reviewed	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	ureA Rv1848 MTCY359.25c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	100
P96917	VAPC5_MYCTU	reviewed	Ribonuclease VapC5 (RNase VapC5) (EC 3.1.-.-) (Toxin VapC5)	vapC5 Rv0627	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	135
P9WF65	VPC36_MYCTU	reviewed	Ribonuclease VapC36 (RNase VapC36) (EC 3.1.-.-) (Toxin VapC36)	vapC36 Rv1982c MTCY39.37	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	139
P9WF83	VPC27_MYCTU	reviewed	Ribonuclease VapC27 (RNase VapC27) (EC 3.1.-.-) (Toxin VapC27)	vapC27 vapC-mt24 Rv0598c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	137
P9WF21	VAPB4_MYCTU	reviewed	Antitoxin VapB4 (VapB-mt4)	vapB4 Rv0596c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	85
P9WL69	Y2599_MYCTU	reviewed	Uncharacterized protein Rv2599	Rv2599 MTCY227.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	143
P9WFW5	SYR_MYCTU	reviewed	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS Rv1292 MTCY373.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	550
P9WFC7	UVRB_MYCTU	reviewed	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	uvrB Rv1633 MTCY01B2.25	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	719
P9WLM7	VPB15_MYCTU	reviewed	Antitoxin VapB15	vapB15 Rv2009 MTCY39.08c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	80
Q10891	Y095_MYCTU	reviewed	Putative uncharacterized protein Rv0095c	Rv0095c MTCY251.14c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	98
P9WM79	Y0574_MYCTU	reviewed	Probable polyglutamine synthesis accessory protein Rv0574c	Rv0574c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	380
P9WGS7	Y0687_MYCTU	reviewed	Uncharacterized NAD-dependent oxidoreductase Rv0687 (EC 1.-.-.-)	Rv0687	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	275
P9WLJ1	Y2191_MYCTU	reviewed	Putative bifunctional exonuclease/endonuclease protein Rv2191 (EC 3.1.-.-)	Rv2191 MTCY190.02	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	645
P9WM25	Y1332_MYCTU	reviewed	Uncharacterized protein Rv1332	Rv1332 MTCY130.17	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	218
P9WM23	Y1333_MYCTU	reviewed	Uncharacterized aminopeptidase Rv1333 (EC 3.4.11.-)	Rv1333 MTCY130.18	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	344
P9WM37	Y1289_MYCTU	reviewed	Uncharacterized protein Rv1289	Rv1289 MTCY373.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	210
P9WLX1	Y1490_MYCTU	reviewed	Uncharacterized protein Rv1490	Rv1490 MTCY277.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	435
P9WLC9	Y2306_MYCTU	reviewed	Uncharacterized protein Rv2306c	Rv2306c MTCY339.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	208
P9WFQ1	Y1898_MYCTU	reviewed	UPF0045 protein Rv1898	Rv1898 MTCY180.20c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	102
P9WQ67	Y3778_MYCTU	reviewed	Uncharacterized protein Rv3778c	Rv3778c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	398
P9WJZ3	Y3037_MYCTU	reviewed	Uncharacterized S-adenosylmethionine-dependent methyltransferase Rv3037c (EC 2.1.1.-)	Rv3037c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	358
P9WNR9	Y3716_MYCTU	reviewed	Nucleoid-associated protein Rv3716c	Rv3716c MTV025.064c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	133
I6YET7	Y2963_MYCTU	reviewed	Putative permease Rv2963	Rv2963 RVBD_2963 P425_03084	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	406
P9WH21	Y3818_MYCTU	reviewed	Putative Rieske 2Fe-2S iron-sulfur protein Rv3818 (EC 1.-.-.-)	Rv3818	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	516
P9WP09	Y364_MYCTU	reviewed	Uncharacterized membrane protein Rv0364	Rv0364 MTCY13E10.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	227
P9WL31	Y2895_MYCTU	reviewed	Uncharacterized protein Rv2895c	Rv2895c MTCY274.26c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	283
P9WKZ5	Y3403_MYCTU	reviewed	Uncharacterized protein Rv3403c	Rv3403c MTCY78.25	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	533
O86365	Y584_MYCTU	reviewed	Uncharacterized glycosidase Rv0584 (EC 3.2.1.-)	Rv0584	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	877
P9WFI5	Y756_MYCTU	reviewed	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0731c (EC 2.1.1.-)	Rv0731c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	318
P9WQF7	Y873_MYCTU	reviewed	Probable acyl-CoA dehydrogenase FadE10 (EC 1.3.-.-)	fadE10 Rv0873 MTCY31.01 MTV043.66	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	650
P9WKQ7	Y883_MYCTU	reviewed	Uncharacterized protein Rv0883c	Rv0883c MTCY31.11c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	253
P9WH27	RS8_MYCTU	reviewed	30S ribosomal protein S8	rpsH Rv0718 MTCY210.37	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	132
L0T905	RSEA_MYCTU	reviewed	Anti-sigma-E factor RseA (Regulator of SigE) (Sigma-E anti-sigma factor RseA)	rseA Rv1222	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	154
P9WG73	THIG_MYCTU	reviewed	Thiazole synthase (EC 2.8.1.10)	thiG Rv0417 MTCY22G10.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	252
P9WFX7	TRPC_MYCTU	reviewed	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	trpC Rv1611 MTCY01B2.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	272
P71592	WHB5A_MYCTU	reviewed	Transcriptional regulator WhiB5	whiB5 Rv0022c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	139
P9WLS9	Y1733_MYCTU	reviewed	Probable membrane protein Rv1733c	Rv1733c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	210
P9WFZ7	Y1283_MYCTU	reviewed	Putative peptide transport permease protein Rv1283c	Rv1283c MTCY373.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	325
P9WQJ5	Y1281_MYCTU	reviewed	Uncharacterized ABC transporter ATP-binding protein Rv1281c	Rv1281c MTCY50.01	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	612
P9WIA5	Y2281_MYCTU	reviewed	Putative phosphate permease Rv2281	Rv2281 MTCY339.29c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	552
P9WLE7	Y2286_MYCTU	reviewed	Uncharacterized protein Rv2286c	Rv2286c MTCY339.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	230
O53176	Y2449_MYCTU	reviewed	Putative trans-acting enoyl reductase Rv2449c (EC 1.3.1.-)	Rv2449c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	419
P9WFD9	Y2028_MYCTU	reviewed	Universal stress protein Rv2028c (USP Rv2028c)	Rv2028c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	279
P9WKY1	Y3466_MYCTU	reviewed	Uncharacterized protein Rv3466	Rv3466 MTCY13E12.19	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	222
P9WPC7	Y2667_MYCTU	reviewed	Uncharacterized protein Rv2667	Rv2667 MTCY441.36	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	252
P0DMQ8	Y2742_MYCTU	reviewed	Uncharacterized protein Rv2742A	Rv2742A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	134
P9WGW3	RUVA_MYCTU	reviewed	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	ruvA Rv2593c MTCY227.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	196
O07776	TCRA1_MYCTU	reviewed	Transcriptional regulatory protein TcrA	tcrA Rv0602c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	253
P9WGV5	TAER_MYCTU	reviewed	Trans-acting enoyl reductase (EC 1.3.1.-)	Rv2953	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	418
P9WFY7	TRMD_MYCTU	reviewed	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD Rv2906c MTCY274.37c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	230
