Rv_ID,Name,Description,Final Call,Functional_Category,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,pca1,pca2,pca3,tsne1,tsne2,y_hc
Rv1920,-,Probable membrane protein,NE,cell wall and cell processes,0.0,0.25,-0.45,-0.61,-0.43,0.18,-0.03,-0.33,0.18,-0.0,0.31,-0.2,-0.51,-0.1,0.89,0.36,0.23,0.47,-0.14,1.3,-0.11,1.1,-0.29,-0.55,-1.48,0.17,1.19,0.37,0.29,0.72,-0.99,-0.6,-0.65,-0.08,-0.01,0.12,-0.52,-0.32,1.23,-0.15,0.55,-0.55,-0.26,0.29,0.38,0.17,0.39,0.07,0.04,-0.19,-0.05,-0.1,0.12,0.02,0.37,-0.17,0.98,0.54,0.06,-0.51,1.21,-0.51,-0.77,-0.12,-0.2648641642497343,-0.635640784607797,0.1096530054444135,-5.719268,-26.577621,3
Rv1921c,lppF,Probable conserved lipoprotein LppF,NE,cell wall and cell processes,0.15,0.12,0.0,-0.23,0.02,0.4,0.12,-0.0,0.51,0.08,0.22,0.21,-0.01,-0.88,0.22,-0.83,0.4,-0.25,-0.13,0.01,-0.38,0.83,-0.47,0.88,0.27,0.22,-0.35,-1.24,-0.05,-0.16,-0.51,0.48,4.01,0.03,0.15,-0.33,0.06,-0.04,-0.05,0.22,0.32,-0.53,-0.56,-0.03,-0.17,0.04,0.23,0.41,0.28,0.41,-0.16,-0.05,0.06,0.05,-0.82,0.17,0.06,-0.79,-0.5,-3.14,0.44,-0.05,-0.31,1.38,-0.40676513859966384,-2.533566715611262,2.2308470302837606,-4.0605016,10.837806,3
Rv1922,-,Probable conserved lipoprotein,NE,cell wall and cell processes,-0.33,-0.23,-0.05,0.46,-0.04,1.64,0.0,-0.09,-0.34,-0.06,-0.01,-0.16,-0.15,0.06,0.3,-0.14,-0.16,-0.17,-0.27,-0.3,-0.47,-0.76,-0.24,-1.21,-0.07,0.38,0.79,1.76,0.22,0.52,1.72,0.44,-0.52,-0.44,-0.7,0.51,0.26,-0.61,0.58,-0.01,-0.74,-0.31,-0.09,0.22,-0.6,0.04,-0.01,0.01,-0.23,0.44,-0.23,-0.04,-0.21,-0.19,-0.46,-0.24,-0.63,-0.59,-0.01,-0.6,1.38,-0.08,-1.54,0.36,-3.137683257150764,0.5615751948511019,-0.40140037274309687,-23.13721,7.4501047,4
Rv1923,lipD,Probable lipase LipD,GA,intermediary metabolism and respiration,-0.07,-0.03,-0.01,0.25,0.04,1.78,-0.1,0.01,0.3,0.3,-0.04,0.09,0.13,-0.74,-0.1,-0.06,-0.28,-0.39,-0.49,-0.5,-0.24,0.16,-0.23,0.95,0.92,0.13,0.92,0.67,-0.08,0.44,0.06,-0.22,6.02,0.1,-0.09,-0.13,0.13,-0.33,-0.41,-0.03,0.56,-0.19,-0.31,-0.13,0.32,-0.13,0.06,0.05,-0.02,-0.19,-0.07,0.08,0.07,-0.01,-0.38,0.02,0.85,-0.22,0.4,-0.05,0.18,-0.12,0.07,0.47,-2.97931576791672,-2.7993115537261897,1.2482842789597113,-7.41144,13.730931,3
Rv1924c,-,hypothetical protein,GA,conserved hypotheticals,-0.28,-0.25,0.04,-1.01,0.09,-5.85,0.6,0.45,1.82,0.42,-1.75,-0.45,1.3,-0.22,-1.03,0.02,-0.73,-0.37,-0.11,-0.79,-0.89,1.05,-0.42,-2.12,-0.54,2.63,-1.87,-3.33,-0.42,0.15,-1.3,-0.4,-1.75,-0.03,-0.19,-0.43,-0.15,0.01,2.73,0.08,0.72,-0.11,-0.25,-0.14,-0.71,-0.34,-0.35,0.09,0.25,-0.44,-0.13,-0.32,0.04,0.02,0.42,0.53,0.04,0.05,1.34,0.74,0.32,0.2,1.06,2.8,5.755838777636452,-2.9417390937120693,0.28851196551805214,40.90348,4.117466,2
Rv1925,fadD31,Probable acyl-CoA ligase FadD31 (acyl-CoA synthetase) (acyl-CoA synthase),GA,lipid metabolism,0.18,0.34,-0.42,-2.02,-0.53,-1.08,0.28,0.17,2.34,0.9,-0.7,-0.6,0.1,0.23,-0.13,0.03,-0.09,-0.04,0.45,0.32,-0.36,3.12,-0.49,-1.01,-3.69,0.44,-2.09,-8.3,-3.09,-2.02,-3.46,1.68,0.96,0.4,0.27,0.18,-0.42,-0.47,-0.15,0.33,0.08,-1.5,-0.63,0.87,-1.48,-0.83,0.94,-0.56,-0.89,-0.32,-0.33,-0.95,-0.75,-1.71,1.45,0.49,-0.64,1.32,0.86,-1.93,1.17,0.36,-0.33,1.85,7.640857485990987,-2.6015189607655334,7.351230949513266,8.243943,-15.5225115,0
Rv1926c,mpt63,Immunogenic protein Mpt63 (antigen Mpt63/MPB63) (16 kDa immunoprotective extracellular protein),GA,cell wall and cell processes,0.39,0.38,-0.34,1.4,-0.44,-6.66,0.14,-0.26,0.87,1.22,0.42,0.13,-0.29,-0.24,-0.5,-1.13,-0.85,-0.91,-1.82,-0.79,-1.19,0.49,-1.98,-0.22,-1.14,-0.43,1.11,0.46,-0.15,-1.0,-0.51,0.98,2.53,0.48,0.24,0.8,-1.29,0.5,2.36,0.4,-0.25,0.72,0.2,-0.52,-0.11,0.03,-0.05,0.64,1.58,-0.14,0.13,1.26,0.3,0.08,0.33,0.0,0.38,-1.38,0.67,1.04,0.31,0.66,-0.04,1.25,3.50119461422428,-3.1272804905634577,-4.129432429903238,38.97721,14.370083,2
Rv1927,-,hypothetical protein,NE,conserved hypotheticals,0.26,0.11,0.04,-0.23,0.04,0.22,-0.42,-0.03,0.28,0.19,0.61,0.11,-0.5,0.75,0.5,-0.22,0.03,-0.01,-0.22,-0.03,-0.05,0.86,0.92,-0.54,-0.46,0.93,0.81,-0.02,0.03,0.47,0.12,0.51,-0.54,0.1,-0.09,-0.09,0.15,0.07,-0.21,-0.12,0.08,0.4,0.58,0.18,-0.08,-0.05,-0.31,0.07,-0.04,-0.05,0.01,0.03,0.03,-0.11,-1.04,0.18,-0.31,0.35,0.59,0.55,0.31,0.1,-0.69,0.63,-0.7472525332682487,-1.0839787107775323,0.16697188655883596,-14.166698,-11.859957,3
Rv1928c,-,Probable short-chain type dehydrogenase/reductase,NE,intermediary metabolism and respiration,0.14,0.25,0.11,0.08,-0.11,0.52,0.52,0.06,0.41,0.6,-0.6,-0.58,0.02,-0.78,0.08,-0.7,0.06,-0.48,-0.8,-0.44,-0.26,0.51,-0.41,0.01,-0.17,0.33,0.86,0.71,0.37,0.23,-0.39,-0.11,-0.02,-0.11,0.21,0.81,-0.76,0.47,1.13,0.08,0.56,0.72,-0.04,-0.76,0.34,0.06,0.39,0.54,0.0,2.76,1.53,-0.15,0.22,0.02,-1.41,0.26,0.21,-1.38,0.53,0.62,0.55,0.84,-1.87,-0.99,-1.582556934569504,0.38997106149491273,-0.479527209801433,-43.906364,-3.1918447,3
Rv1929c,-,hypothetical protein,NE,conserved hypotheticals,0.78,1.24,-0.12,-0.51,-0.84,-4.6,0.61,-0.85,-0.05,0.57,0.39,-0.13,-0.52,-0.94,-0.62,-1.65,-1.72,-0.93,-0.4,-1.27,-1.06,1.17,-0.35,2.51,1.08,-0.26,2.61,1.44,0.0,1.38,2.21,2.0,-1.11,0.43,0.39,0.53,1.05,-0.97,-0.93,0.4,-0.29,0.9,0.24,-0.66,0.47,0.47,1.23,0.23,-0.01,0.15,0.16,-0.18,0.16,0.16,0.04,-0.36,-1.98,-0.41,0.81,0.59,0.08,2.38,-1.67,-0.72,-1.4068980407518608,-3.3556666315910477,-5.311877025504251,28.102858,28.268763,2
Rv1930c,-,hypothetical protein,NE,conserved hypotheticals,1.84,1.28,0.44,-2.79,1.07,0.0,1.46,0.32,1.97,0.51,0.3,1.85,1.55,-3.81,-0.41,0.74,1.69,0.56,0.19,1.34,1.88,-5.15,1.1,-5.15,0.0,0.0,-5.15,0.0,0.0,-2.96,0.0,-2.44,0.0,1.42,1.05,1.38,-0.21,1.79,-0.44,-0.58,-0.85,-1.32,0.35,1.66,2.56,0.18,0.92,0.22,-0.03,0.89,1.24,-0.0,-0.96,0.06,3.63,-0.46,1.88,4.74,-3.84,-0.38,-5.1,3.2,1.59,-3.12,-0.030057419731808678,2.1235645389061797,3.1785790422830513,4.348362,-2.4652193,0
Rv1931c,-,Probable transcriptional regulatory protein,NE,regulatory proteins,-0.14,0.14,0.02,-1.47,-0.16,1.05,-1.03,-0.18,-1.79,-1.48,2.37,0.53,-1.85,-2.92,1.23,-1.63,-0.95,-0.58,-1.06,-0.48,-1.19,0.31,0.88,-6.57,-7.8,-0.92,1.08,0.97,0.2,1.66,2.65,1.3,-0.99,-0.53,-0.82,-0.43,-0.24,-0.06,0.25,0.21,2.11,0.66,0.02,-0.64,-2.34,0.07,0.46,0.02,0.2,0.69,0.13,0.36,0.36,0.31,-2.06,-0.32,0.23,0.79,0.46,0.35,-1.09,-1.59,0.34,-1.66,2.3486375979003613,3.244235942990531,-2.630741981213612,15.144923,-12.437293,0
Rv1932,tpx,Probable thiol peroxidase Tpx,NE,"virulence, detoxification, adaptation",0.84,0.55,0.21,0.81,0.15,9.01,-0.51,-0.51,-1.18,0.09,0.33,0.88,0.56,-0.16,-0.21,-0.83,-0.4,-0.21,-1.14,0.67,-0.07,-3.28,-3.01,-0.66,1.36,-1.26,0.61,2.93,-0.96,-2.75,-1.5,-2.02,-4.09,0.09,0.25,0.12,-0.07,0.74,0.74,1.16,0.0,0.33,0.72,0.39,-0.2,-0.05,0.37,0.41,0.76,-0.66,-1.21,0.45,0.35,0.18,-2.42,-0.1,-1.0,-0.22,-0.22,-0.24,-1.01,1.67,-0.55,-4.17,-8.184357403413605,4.082899014382434,3.6117122192706628,-22.914164,26.17945,4
Rv1933c,fadE18,Probable acyl-CoA dehydrogenase FadE18,NE,lipid metabolism,0.52,0.37,-0.15,2.24,0.31,-5.85,-0.91,0.05,-0.25,-0.62,1.4,0.66,-0.74,-0.19,-0.76,-0.11,0.59,-0.39,0.14,0.04,-0.85,-1.72,-0.45,1.1,2.49,-0.34,0.47,2.21,0.01,-0.06,2.94,1.28,-0.65,-0.1,0.1,0.2,-0.68,-1.61,1.24,0.05,0.85,0.28,-0.93,-1.2,-1.09,0.12,-0.08,0.17,0.07,0.36,-0.39,0.51,0.29,0.07,-1.26,-0.06,1.41,0.2,0.43,0.9,0.66,-0.32,-1.63,-0.65,-1.4164716628810508,-0.6885642842735168,-5.00145951243218,25.604765,26.581827,2
Rv1934c,fadE17,Probable acyl-CoA dehydrogenase FadE17,NE,lipid metabolism,0.02,0.08,0.15,-0.07,0.65,-1.18,0.62,0.59,0.18,0.09,0.57,0.2,-0.37,0.16,-0.76,-0.52,-0.21,-0.08,0.47,-0.17,0.41,3.27,0.6,-0.04,-3.09,0.23,2.67,-0.34,0.25,-0.1,-2.28,1.1,-0.04,0.06,-0.44,-0.95,0.76,0.38,-1.93,0.02,1.22,0.28,-0.3,-0.59,0.16,0.0,-0.01,0.34,0.13,-1.57,-1.75,0.37,0.12,-0.14,0.01,-0.05,-0.39,0.95,-0.02,-0.11,-0.46,-0.44,0.42,1.68,2.4577973647377442,-3.8110796428722065,-0.4527222550921557,8.105906,-27.109617,3
Rv1935c,echA13,Possible enoyl-CoA hydratase EchA13 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),NE,lipid metabolism,-0.07,-0.2,0.05,1.33,0.11,2.27,-0.2,0.12,0.16,-0.12,0.19,0.36,0.17,-0.31,1.39,0.32,0.14,-0.01,-0.02,-0.05,0.12,-0.57,0.21,-1.89,-0.9,0.42,1.36,1.02,-0.91,0.64,1.97,0.76,0.34,0.01,-0.22,0.72,-0.72,0.18,1.34,0.47,0.37,-0.96,-0.65,0.31,-1.15,0.03,0.06,0.06,-0.14,-0.17,-0.09,0.61,0.2,0.02,-0.88,-0.02,0.64,-0.28,0.01,0.74,-0.14,-1.3,-1.03,2.17,-2.561573066978276,-0.49819698742232843,0.44560207724744233,-21.519419,6.935933,3
Rv1936,-,Possible monooxygenase,NE,intermediary metabolism and respiration,-0.04,0.06,0.19,0.43,0.09,-4.31,-0.03,0.07,-0.11,0.08,0.18,0.4,0.21,0.12,0.19,-0.01,0.06,-0.11,-0.26,0.25,-0.06,-0.03,0.85,0.71,0.44,-0.3,1.21,1.64,0.4,1.31,0.28,-1.06,-0.34,0.11,0.07,-0.01,0.91,0.4,0.81,-0.12,0.99,-0.16,0.16,0.32,1.4,-0.02,-0.18,0.01,-0.04,-0.05,0.12,-0.0,0.01,0.01,-0.15,0.27,0.01,0.13,0.42,0.71,0.1,0.84,-0.3,-0.88,-0.29662333683154357,-1.7294450387033622,-4.051265434684486,30.283695,26.12939,2
Rv1937,-,Possible oxygenase,NE,intermediary metabolism and respiration,0.31,0.32,-0.14,0.48,-0.1,0.56,0.1,-0.11,0.4,0.25,-0.22,-0.19,0.03,-0.19,0.04,-0.16,0.05,-0.15,-0.47,-0.04,0.09,0.56,0.45,0.46,0.16,0.26,1.12,0.5,-0.06,0.66,0.08,-0.02,1.16,0.2,0.32,-0.22,0.93,-0.05,-0.81,0.5,0.34,-0.22,-0.35,-0.13,0.3,-0.19,-0.17,0.09,-0.01,-0.23,-0.18,-0.1,-0.01,0.05,0.57,0.12,-0.16,-0.33,0.25,0.56,-1.02,0.47,0.64,0.09,-1.8813537675723426,-2.6923633072277173,0.22154695264927762,-28.616726,-2.165076,3
Rv1938,ephB,Probable epoxide hydrolase EphB (epoxide hydratase),NE,"virulence, detoxification, adaptation",-0.07,-0.08,0.22,-0.86,0.62,-6.41,1.01,-0.04,-0.23,0.16,1.1,-0.03,-1.13,1.38,0.66,-0.81,-0.3,-0.08,-0.25,-0.03,0.34,1.12,4.69,-6.42,-8.09,-0.55,-0.86,-2.16,-0.17,-1.02,-1.28,0.86,1.7,-0.5,-0.36,-0.05,0.04,-0.36,1.49,-0.54,1.19,0.37,0.04,-0.33,0.16,0.16,0.01,-0.03,-0.27,-0.02,0.06,0.13,-0.1,-0.09,1.5,0.06,-0.29,1.07,-0.17,0.83,1.13,1.18,-0.67,0.96,10.188792175752749,1.3975548083643663,-2.3869932255948814,57.027626,-3.7424588,0
Rv1939,-,Probable oxidoreductase,NE,intermediary metabolism and respiration,0.88,1.32,-0.35,4.93,0.48,7.94,-2.02,-0.74,-0.79,-0.68,0.38,0.96,0.58,-1.86,1.1,0.45,-0.32,0.21,0.93,1.0,0.49,2.43,2.8,5.81,3.68,0.03,6.08,4.84,0.92,3.17,3.86,3.0,6.61,1.19,1.46,0.79,0.96,-0.67,0.08,-0.09,-0.22,-0.03,1.16,1.18,5.93,-0.13,-0.72,-0.38,-0.15,-0.13,-0.24,0.6,0.51,0.13,1.65,-0.2,-0.2,-4.52,-1.46,-1.15,0.94,-1.08,-0.14,0.89,-13.159628876222259,-6.2024088078510085,-1.3835453728117018,-32.278545,22.084282,4
Rv1940,ribA1,Probable riboflavin biosynthesis protein RibA1 (GTP cyclohydrolase II),NE,intermediary metabolism and respiration,0.3,0.39,-0.25,0.03,0.22,-3.54,0.15,-0.16,0.37,0.22,-0.11,0.1,0.21,0.42,0.12,0.54,-0.46,-0.16,-0.18,-0.04,0.21,0.35,1.21,1.77,0.88,-0.55,2.96,2.62,0.01,2.35,2.16,0.16,-0.94,0.17,0.11,1.04,0.63,0.67,0.37,-0.3,0.46,-0.02,0.49,0.51,2.15,0.08,-0.03,0.1,-0.11,0.38,-0.03,0.31,0.03,-0.04,-1.35,0.21,-0.44,-1.68,-0.32,-0.04,-1.04,0.78,-0.43,-0.07,-2.655926486697355,-2.0273726962037024,-5.326500468391432,18.111538,36.330666,2
Rv1941,-,Probable short-chain type dehydrogenase/reductase,NE,intermediary metabolism and respiration,0.59,0.42,0.62,4.24,0.59,1.46,-1.09,0.63,-0.02,0.68,0.38,1.12,0.73,1.64,-0.6,-1.14,-0.53,-0.27,1.07,-1.72,-0.7,-5.99,2.26,-5.99,0.0,0.0,-1.45,1.76,-3.25,1.3,7.63,0.36,1.28,0.87,1.33,1.32,0.75,-2.19,0.15,0.15,-0.47,0.56,0.31,-0.24,-2.31,-0.58,-1.24,0.55,0.1,-0.28,-0.33,0.01,0.12,0.0,2.65,0.02,-2.93,-0.41,0.37,0.97,-0.96,-4.5,1.58,1.59,-4.090931080132352,0.804778282217164,-0.7617928516742701,-19.456804,13.481277,4
Rv1942c,mazF5,Possible toxin MazF5,NE,"virulence, detoxification, adaptation",0.19,-0.12,-0.95,2.97,-1.39,0.0,-3.52,-1.26,2.27,0.18,0.81,0.23,-0.57,-4.92,0.19,0.46,0.06,-0.08,0.17,0.13,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,0.0,-4.68,0.0,-0.09,0.23,-0.69,0.06,-4.8,0.0,1.17,0.0,-2.49,-1.87,0.62,1.21,-0.75,0.49,0.2,0.06,0.21,-0.08,0.17,-0.1,0.38,-2.07,-0.92,2.1,-7.57,-0.28,-1.97,1.68,2.93,-7.42,-4.19,-2.173459344219048,5.808877163550579,-2.5398824069478914,-47.670937,-1.0791572,1
Rv1943c,mazE5,Possible antitoxin MazE5,NE,"virulence, detoxification, adaptation",-1.01,-0.89,0.2,0.84,0.48,-6.64,1.76,-0.03,1.81,0.73,-1.22,-1.14,0.08,-0.9,-0.61,1.07,0.77,0.15,0.22,-0.19,-0.07,-0.28,5.7,-2.92,-3.35,-0.72,-1.37,0.02,1.1,-0.08,-0.04,-0.24,-3.61,-0.4,-0.64,0.13,-0.12,-0.61,-2.38,0.14,1.92,-0.67,-0.53,0.14,1.83,-0.11,-0.15,0.44,0.48,-0.46,-0.32,-0.44,0.13,0.01,0.28,0.13,0.28,-0.78,0.44,2.39,1.25,-2.55,-1.89,1.31,5.471693387424763,1.8697153832549531,-3.8968643725849224,51.39381,5.280235,0
Rv1944c,-,hypothetical protein,NE,conserved hypotheticals,0.82,0.53,-0.69,0.26,-0.29,3.27,-0.19,-0.84,0.16,-0.24,-0.95,-0.46,0.48,-0.27,1.06,0.3,0.73,0.39,0.51,0.33,0.04,-1.7,1.09,-3.68,-0.79,1.19,0.81,2.8,0.29,-0.62,1.03,-0.05,-0.09,0.66,0.66,1.47,-0.4,0.65,-1.17,0.39,0.31,-0.22,0.06,0.28,0.52,-0.14,0.01,0.12,-0.18,1.27,-0.03,0.78,-0.08,0.04,1.53,-0.01,0.18,1.3,-0.68,-2.77,-1.05,-0.42,0.72,-1.02,-3.4369404652968143,0.7591808799580608,0.7552007910096661,-25.362638,5.5140076,4
Rv1945,-,hypothetical protein,NE,insertion seqs and phages,-0.49,-0.26,-0.11,-0.04,-0.06,-2.59,-0.04,0.18,0.49,0.14,-0.3,-0.11,0.19,0.22,0.46,1.33,0.69,0.04,0.22,-0.22,0.06,1.65,-0.86,0.48,-1.42,-0.25,0.74,4.96,5.88,2.0,0.54,0.2,-0.58,-0.73,-0.17,0.25,-0.35,-0.43,0.3,-0.09,0.1,0.91,0.34,-0.58,0.61,0.04,0.01,0.07,0.24,-0.01,-0.09,0.27,0.08,-0.06,0.0,0.11,0.91,-0.53,0.63,0.67,-0.68,0.33,0.35,0.52,-1.4155560711932103,-1.783622530360704,-4.3104701293013665,16.927216,16.269196,3
Rv1946c,lppG,Possible lipoprotein,NE,cell wall and cell processes,0.53,0.43,0.15,0.51,-0.24,-1.89,-0.23,-0.18,-0.34,0.52,-1.34,-1.22,0.12,-0.73,0.01,-0.06,0.95,-0.5,-0.1,-0.04,-0.07,-1.85,-0.77,1.87,3.57,-0.15,-8.14,-4.55,1.75,0.38,2.12,-0.11,-1.42,-0.01,-0.25,-1.2,0.4,-2.45,-0.64,-0.44,0.9,-2.39,-0.54,1.85,0.77,-0.27,0.2,0.31,0.31,-0.49,0.05,0.1,0.07,0.24,0.95,-0.19,0.32,0.65,1.06,1.71,0.23,1.42,0.72,1.44,-0.15323235688470108,-1.653876257706873,5.17538381104251,11.50995,7.8815217,4
Rv1947,-,Hypothetical protein,NE,conserved hypotheticals,1.04,0.87,-0.21,-0.3,-0.71,-6.37,0.05,-0.69,0.12,0.5,-0.4,-1.0,-0.6,-0.71,-0.64,-1.25,0.32,-0.49,-0.21,0.57,-0.7,1.36,0.85,-0.52,-3.46,-1.59,0.81,-0.76,-0.21,0.71,-1.54,-0.89,1.66,0.65,0.78,0.33,0.0,0.42,3.83,-0.59,0.36,-1.21,-0.2,1.01,0.47,0.07,-0.09,0.06,-0.07,0.07,0.03,0.06,0.12,-0.19,1.27,-0.21,0.45,0.68,-0.04,1.64,0.03,-0.66,0.71,-1.18,5.099157676362934,-2.400556303500683,-3.4997540096201756,32.892185,-0.7988114,2
Rv1948c,-,Hypothetical protein,NE,conserved hypotheticals,-0.86,-0.87,0.08,-0.75,-0.5,3.57,0.13,-0.8,0.06,0.3,-0.0,-0.11,-0.11,0.62,-0.1,0.8,-0.24,-0.06,-0.97,-0.37,-0.2,-0.93,3.22,2.24,3.25,0.08,-0.06,0.25,-0.63,1.96,3.89,1.0,-0.31,-1.14,-1.24,0.4,-2.46,-1.08,-1.03,-0.1,0.37,-0.34,-0.71,-0.38,-0.85,0.07,-0.52,0.25,0.22,0.02,-0.19,-0.76,-0.22,0.36,-0.26,0.28,0.24,-1.01,-0.11,0.4,0.47,2.1,-1.09,-0.56,-6.858220351466841,0.4081151026379137,1.7907135023371261,-25.158518,15.0985155,4
Rv1949c,-,hypothetical protein,NE,conserved hypotheticals,-0.15,-0.17,0.03,0.2,-0.35,-6.32,0.03,-0.1,-0.05,-0.09,0.38,0.57,0.19,-0.68,-0.31,0.21,0.1,-0.18,-0.48,0.17,-0.1,2.16,0.47,1.48,-0.63,0.05,1.14,-1.01,0.01,1.12,-0.97,0.07,-0.18,-0.14,-0.22,1.18,-1.19,-0.03,-0.36,0.35,0.06,0.33,1.15,0.83,1.02,0.08,-0.27,-0.32,-0.44,-0.17,-0.17,0.26,0.0,-0.01,0.03,-0.1,0.36,0.42,-0.28,-0.42,-0.16,0.27,0.51,-0.15,3.2557744565451787,-3.4116654956531804,-3.2352486177644,42.53638,7.802185,2
Rv1950c,-,hypothetical protein,GA,conserved hypotheticals,-0.25,-0.24,-0.06,1.04,-0.13,-4.98,-0.37,-0.3,-0.25,-0.52,0.26,0.24,-0.03,0.42,-0.81,0.68,-0.7,-0.1,-0.13,-0.13,-0.16,0.11,2.31,0.89,1.0,0.22,0.9,0.66,-0.13,-3.44,-5.08,-1.53,-2.07,-0.23,-0.24,-0.97,-0.14,0.49,0.89,0.11,0.3,-0.21,0.21,0.42,0.41,-0.0,-0.6,-0.14,-0.25,-0.91,-0.59,-0.07,0.04,-0.08,0.17,0.02,0.13,1.61,-0.17,1.24,-0.18,0.62,0.71,-0.61,3.018679214291635,-2.0590006850528066,-1.8212212563936496,39.097324,-2.2386224,2
Rv1951c,-,hypothetical protein,GA,conserved hypotheticals,-0.23,0.37,0.39,0.32,0.05,-2.51,1.31,-0.21,0.93,1.37,1.02,0.68,-0.34,1.19,1.62,-0.11,0.78,0.6,0.49,0.33,0.3,-2.53,-0.66,0.94,3.8,0.33,1.21,4.25,0.52,2.81,4.98,-0.37,-0.36,-0.08,-0.61,-0.05,-2.35,0.16,-0.59,-0.51,0.26,0.04,0.51,0.48,1.57,-0.13,-0.31,0.29,0.1,0.24,0.14,-0.87,0.09,-0.04,-1.43,-0.35,-0.85,-1.63,-0.11,-0.04,-0.67,-2.1,-1.97,-0.04,-6.4280050959242505,0.6066661308879128,-4.6132829310520105,14.594194,34.726765,4
Rv1952,vapB14,Possible antitoxin VapB14,GA,"virulence, detoxification, adaptation",0.47,0.4,0.19,0.89,-0.17,-1.47,0.03,-0.2,-0.4,-2.28,-1.53,-0.54,0.99,1.35,0.6,-1.2,-0.4,0.49,-0.2,0.06,1.11,2.74,1.91,7.0,4.16,-0.1,6.65,3.25,-0.66,5.12,0.44,-1.94,-3.13,0.85,0.9,0.17,0.57,-0.22,0.37,0.05,-1.68,-0.27,-0.22,0.06,9.18,-0.07,-0.53,0.18,-0.35,-0.4,-0.46,-0.08,-0.56,0.22,-0.5,0.03,0.79,0.92,-0.33,0.31,6.5,1.67,-6.66,-0.26,-7.728002989971298,-3.606333779148083,-7.288648701801516,21.46583,42.860718,4
