Rv_ID,2003A_Sassetti_log2FC,2003B_Sassetti_log2FC,2005_Rengarajan_log2FC,2006_Joshi_GI_1_log2FC,2006_Joshi_GI_2_log2FC,2011_Griffin_2_log2FC,2013_Zhang_1_log2FC,2013_Zhang_2_log2FC,2013_Zhang_3A_log2FC,2013_Zhang_3B_log2FC,2013_Zhang_3C_log2FC,2013_Zhang_3D_log2FC,2016_Korte_log2FC,2017_Mishra_1A_log2FC,2017_Mishra_1B_log2FC,2017_Mishra_1C_log2FC,2017_Mishra_1D_log2FC,2018_Rittershaus_1A_log2FC,2018_Rittershaus_1B_log2FC,2012_Zhang_log2FC,2015_Kieser_GI_1_log2FC,2015_Kieser_GI_2_log2FC,2015_Kieser_GI_3_log2FC,2015_Mendum_log2FC,2016_Nambi_log2FC,2017_Xu_1A_log2FC,2017_Xu_1B_log2FC,2017_Xu_1C_log2FC,2017_Xu_1D_log2FC,2017_Xu_1E_log2FC,2018_Carey_1A_log2FC,2018_Carey_1B_log2FC,2018_Carey_1C_log2FC,2018_Carey_1D_log2FC,2018_Carey_1E_log2FC,2018_Carey_1F_log2FC,2018_Carey_1G_log2FC,2018_Carey_1H_log2FC,2017B_DeJesus_1A_log2FC,2017B_DeJesus_1B_log2FC,2017B_DeJesus_1C_log2FC,marP_log2FC,Rv0950_log2FC,Rv3916c_log2FC,Rv0307c_log2FC,Rv3717_log2FC,ponA1_log2FC,Rv1565c_log2FC,Rv3684_log2FC,Rv0954_log2FC,Rv3811_log2FC,Rv1096_log2FC,Rv2680_log2FC,Rv1432_log2FC,Rv3594_log2FC,Rv3005c_log2FC,Functional_Category
Rv2039c,0.0,0.0,0,0,0,0.0,3.9161728917170415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5951795209980123,0.467175726468544,-0.9149888795021424,-1.0,-0.7321048265906669,0.1850655530805909,0.1713255739001893,0.02091316086251576,0.1119726186528953,-0.3143703038148829,0.69,0.87,0.17,1.03,0.08,0.64,1.1,0.88,-0.48,-1.0,-0.48,-0.12,-0.21,-0.5,-7.88,0.12,0.86,-0.09,0.36,0.2,0.21,0.53,-0.14,-0.56,0.21,0.4,cell wall and cell processes
Rv2040c,0.0,-0.6757654377294687,0,0,0,0.0,3.4895420442334033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.6849489379008808,1.527708372628952,-1.350588380308521,-1.0,-0.837610319743215,0.2243838024473287,0.1009901278397077,-0.036930053962596666,-0.014183327904964932,-0.053201802725411335,0.22,-0.26,-1.51,1.2,-0.17,-0.91,-1.4,-0.52,-0.34,-0.37,0.73,-0.02,-0.23,-2.7,0.0,0.04,0.66,-0.34,-0.69,-0.2,0.52,-0.44,-0.68,-1.13,0.26,-3.16,cell wall and cell processes
Rv2041c,-2.618253267284822,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.4465273838808232,-0.4119187084762774,-0.4869354823001248,-1.0,-1.29214982365182,0.09610275794475656,-0.08928655560046514,-0.001997362967366894,0.03458023171014437,0.1736600529581382,0.42,0.05,-1.12,0.15,-0.28,-0.46,-0.38,-0.43,0.69,0.35,0.18,0.5,0.1,0.28,1.04,-0.44,-0.61,0.18,0.26,-0.48,0.01,0.02,0.03,-5.12,0.02,-3.8,cell wall and cell processes
Rv2043c,0.0,0.0,0,0,0,0.0,2.060228255844164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6948588682737059,-0.4856313225012713,-0.4894706691967634,-1.0,0.338909506003492,0.2209567795470375,0.3379061173372106,-0.2364117069210619,0.5242588671592359,0.219110335199095,0.24,-0.44,-0.68,-0.24,-0.29,-0.7,-1.28,0.97,0.74,0.25,-0.18,-0.52,-0.06,0.52,1.09,-1.37,-0.26,1.14,-0.33,1.65,-0.68,0.24,0.19,-4.89,-0.45,-3.62,intermediary metabolism and respiration
Rv2045c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.6247493252587726,0.561116907926537,0.2072763132380835,-1.0,-0.41532706272863595,0.1067011464359031,0.1478925984569355,0.2423801055489377,0.3230117832190686,0.6621870174000962,0.28,0.48,-0.64,0.16,-0.09,-0.18,-0.92,-0.36,-0.48,-0.22,0.27,0.13,-0.12,-2.54,-0.56,1.04,0.17,-0.63,0.14,0.42,1.41,0.08,-0.82,-0.01,1.27,-3.77,intermediary metabolism and respiration
Rv2046,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1276410180084387,0.4074534134302427,-0.5407473474282279,-1.0,0.6713490702846229,-0.1579953286329205,0.1466307065412522,-0.1151042283581468,0.08889927247929251,0.08490882787503529,0.06,0.29,0.19,0.07,-0.03,0.66,0.18,0.08,0.68,0.86,0.68,-0.05,0.29,-0.14,-3.53,1.07,-0.05,0.31,-0.07,-0.21,0.85,0.51,1.22,0.67,0.76,4.53,cell wall and cell processes
Rv2048c,0.0,-1.795859283219775,0,0,0,-2.7157233169155752,3.990954860396993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3868196610561399,0.0,0.0,0.0,-1.0,-0.3637243470267168,0.04675446202906682,-0.166221535850466,-1.0,-0.236906625858894,1.072474335886543,0.01010626011561197,0.2335243588207487,0.1263144602039308,-0.2328478823455557,0.31,0.49,0.25,0.51,-0.24,0.83,0.03,-0.17,-1.69,-0.8,-2.09,-0.36,-0.14,1.62,0.19,0.1,3.23,-0.95,-0.32,0.53,0.2,-0.16,-1.27,-2.97,0.17,-0.82,lipid metabolism
Rv2051c,0.0,0.0,0,0,0,0.0,7.011227255423254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.774041402,-1.60086364652308,-1.0,-1.512670352059364,-0.2543226610225607,-2.374745878348209,-1.0,2.252078081676,-2.062684316409724,-1.8610638097560748,-1.8637256321552742,-1.5976159515837458,-0.6346118712778407,1.08,0.47,1.97,1.8,0.76,1.47,-0.3,0.29,-0.89,2.4,-1.6,-4.03,-0.03,0.82,-1.0,-3.06,2.56,-1.89,0.05,0.76,-2.25,-0.03,1.72,1.41,-1.82,1.54,cell wall and cell processes
Rv2053c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8533073534516427,-0.8447382101113602,0.1620315650840543,-1.0,1.4769567072613001,0.03720320962062503,0.3051747997238578,0.2630911612790651,-0.1415517070610496,0.1687306902386472,-0.69,-0.58,0.05,0.45,-0.43,-0.35,0.06,-0.32,0.32,0.84,1.08,-0.18,0.39,0.77,-0.31,-0.21,0.11,1.94,-0.04,-0.05,-0.36,0.02,2.68,2.12,0.19,-2.23,cell wall and cell processes
Rv2055c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.957790675729353,-6.62411418739822,7.1996723448363635,-1.0,8.24594037286337,-0.4548149905669272,-0.05069724170776893,-0.7309668535447629,0.3529319973366186,0.3316214910912066,0.38,1.16,-0.44,0.31,0.54,-0.78,-0.15,1.06,-0.37,-1.18,-0.87,1.16,0.16,4.25,0.0,3.99,-0.37,-3.34,-0.83,0.35,2.14,-0.04,-4.54,3.18,2.82,-1.66,information pathways
Rv2056c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7730485516570895,0.0,0.0,0.0,0.0,0.0,0.0,-1.494537090511835,-1.363631330226282,1.352498131759123,-1.0,-0.533339501922945,-0.1787488518293185,0.3766608275657883,0.2600178463739271,0.002033397152528288,-0.08223094053591434,-1.99,1.0,2.13,2.57,0.21,-0.48,-0.41,0.6,0.49,0.06,-0.75,-0.07,-1.15,0.09,-4.88,-0.44,2.57,0.56,-0.65,0.78,0.02,-1.14,-4.92,-0.42,-0.11,-4.28,information pathways
Rv2057c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6313613978376318,-0.0167751349613091,0.3849984084678223,-1.0,-0.6554197115494871,-0.06542250947934752,0.5266412453918764,-0.2268807147184696,-0.4697174704813928,0.07611641090861042,-0.47,-0.66,0.26,-0.75,-0.85,-0.1,-0.44,-0.95,0.47,0.02,0.94,-0.12,0.13,-0.26,-0.78,0.26,1.21,0.38,0.1,0.0,0.6,0.16,-0.05,-4.37,0.41,-5.43,information pathways
Rv2058c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.282351136571852,0.1368038588520881,-1.5253864151632508,-1.0,-0.6366856717317261,-0.03837255227707116,0.07422178825828174,0.08155269400283789,0.2259113184360305,-0.08107809028711607,-0.92,-1.09,0.39,-0.14,-0.48,-0.53,-0.22,-0.39,-0.11,-0.18,-0.02,-0.05,0.05,-0.64,-1.55,-0.11,-0.55,-2.05,0.29,1.04,-0.23,0.01,-1.24,-0.78,-0.19,1.34,information pathways
Rv2060,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.31183382496361,-0.3031018811427152,0.43185040957303206,0.5140831269551793,0.3307465962372534,0.2532864292822316,-2.0,-0.03,-0.16,0.85,-0.19,0.91,0.1,0.59,1.19,1.71,1.11,-0.42,1.61,-1.29,-8.51,1.93,-1.76,0.59,-0.12,1.15,0.35,1.09,-5.21,-7.15,0.87,-3.33,cell wall and cell processes
Rv2062c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.6093787194918456,-0.5613133398970013,0.01360830254256584,-1.0,-0.0662258662392278,0.07723208684006679,0.1651754581665122,0.2208637745190785,-0.06869163219786684,-0.1915147243109477,0.28,0.84,0.2,0.28,0.11,-0.12,0.27,-0.02,1.95,1.53,1.81,-0.09,0.16,0.87,2.41,0.1,0.6,1.99,0.16,-0.23,-0.08,0.19,3.03,3.14,-0.1,4.31,intermediary metabolism and respiration
Rv2063,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.66296020193382,0.3129393116601079,-0.08765268203499227,-0.4875776960604558,0.929753506130885,-0.047528370082586015,2.98,-3.0,2.0,-3.4,2.03,1.27,1.44,1.85,0.5,-1.02,-0.73,-3.85,0.65,0.88,0.0,-0.74,4.67,0.0,-0.57,0.0,-5.99,-0.35,0.13,6.79,-0.3,0.49,"virulence, detoxification, adaptation"
Rv2064,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.963302591370196,-2.109926559288505,4.252227663100627,-1.0,3.5071011516002595,-0.07117626974698342,0.3496420973226053,-0.4176139502355005,0.1838967499797937,0.04255831592095636,-1.27,-1.24,1.33,-0.53,-0.59,-1.44,0.45,-0.4,-0.76,-0.54,0.63,0.03,0.08,2.1,-2.26,1.47,-2.82,2.35,0.43,-0.26,1.45,0.54,4.35,3.7,0.89,0.79,intermediary metabolism and respiration
Rv2065,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9960553785579588,-0.7353533812660854,1.211475382064616,-1.0,1.01297018557556,-0.023034766225595308,0.2975750553173791,-0.1312445332782523,-0.1748383727867767,0.3929146883807036,0.32,0.18,1.05,0.96,0.41,0.26,1.31,0.62,0.89,0.31,1.21,0.27,0.59,0.71,-1.53,0.07,-0.41,0.76,0.38,-0.01,0.38,0.78,2.5,1.36,-0.1,-3.03,intermediary metabolism and respiration
Rv2066,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8213422505360756,-0.8059429226037208,0.136643553718262,-1.0,0.372619678956676,-0.0038985927846781577,0.08695279289122783,-0.1373172076591766,0.0376876126735278,0.2035488846569269,-0.09,-0.02,0.46,0.02,-0.05,0.42,0.69,-0.07,-0.49,-0.84,0.48,-0.26,0.21,0.6,0.76,0.01,0.14,-0.77,0.15,0.38,0.02,-0.15,0.87,1.39,0.21,-1.7,intermediary metabolism and respiration
Rv2068c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.1249580141355649,-0.2603648101538186,0.6832312199111282,-1.0,-0.379952334890465,0.01161523501280849,0.2065502141512762,0.05177141014084921,0.0018458424751712,-4.568627558729684,0.55,0.27,-0.05,-0.3,0.13,0.27,0.35,0.01,0.0,-0.19,0.05,0.16,0.06,-0.49,0.72,0.53,-0.24,-0.22,0.07,-0.03,0.51,-0.07,0.42,0.32,0.44,-0.17,intermediary metabolism and respiration
Rv2069,0.0,0.0,0,0,0,0.0,2.2733569657778503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.596699451424242,0.6122294599626052,0.01140607028322291,-1.0,0.791633668986213,-0.01539116177041495,0.054697096633275884,0.1723828844393734,-0.01433340897305879,-0.9672670374694928,0.21,-0.23,0.24,0.48,0.17,0.39,0.45,-0.06,1.37,2.66,1.37,-0.03,-0.02,-0.76,0.07,0.03,-5.86,-1.22,-0.27,-0.65,-0.11,-0.23,0.62,0.18,-0.38,4.31,information pathways
Rv2070c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9526550209881496,-0.5522247214972659,0.2338713496199582,-1.0,-1.16477770797916,0.0720505444036358,-0.1041745683544349,-0.1694696771396883,0.6089839238579627,-0.6776445032310081,1.67,-0.42,0.2,0.43,-0.01,-0.41,0.57,-0.28,-1.16,-1.4,-0.1,0.49,-0.58,0.32,-7.76,-1.05,0.52,-1.11,-0.32,0.14,0.04,0.12,1.16,-2.21,-0.09,-3.78,intermediary metabolism and respiration
Rv2071c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.4198882110652354,0.2336720688100972,-0.4672475743477974,-1.0,-0.33983307940643603,-0.07427815896363273,0.02685456297687289,0.09115253764104918,0.021840711481291582,0.02062465274465134,-1.37,-0.22,-0.06,-1.06,-0.44,-0.53,0.1,0.0,0.02,0.19,1.49,-0.09,0.05,-0.7,0.76,-0.19,-0.45,-1.25,-0.24,0.91,-0.26,-0.32,0.55,0.59,-0.31,1.66,intermediary metabolism and respiration
Rv2072c,0.0,0.07724299893246035,0,0,0,0.0,-1.15023239392487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.2410561227543763,-0.5832787501740477,-2.970788536219522,-1.0,0.622642161113408,-0.1888951103818444,-0.1835934710734919,0.18979145473846398,-0.3366122413584526,-0.3517709251406302,-0.74,-1.28,-2.09,-1.77,-0.75,0.66,-0.46,-0.78,-1.54,-1.15,-1.07,-0.65,0.33,0.72,0.8,0.5,-2.39,0.16,0.46,0.01,-0.22,0.24,-2.42,0.43,-0.87,-6.35,intermediary metabolism and respiration
Rv2073c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.6069098108005542,-0.1948319888666045,0.1303372555792151,-1.0,0.20856642104134698,-0.6838954015652641,-0.5518880064275925,0.3785510940715002,-1.5205390815247308,-0.6483259462833664,0.22,-0.69,0.85,-0.35,0.07,0.09,0.08,0.25,1.55,0.71,0.93,-0.9,0.24,3.67,-0.73,0.19,-0.77,0.61,0.15,0.83,-0.09,0.31,0.75,2.65,-0.29,3.73,intermediary metabolism and respiration
Rv2074,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9718564895198448,-0.3458709117047425,0.6832443913408852,-1.0,1.33669921655333,-0.5678398028440887,-0.9210406878923258,-0.09775446838051664,-0.5773516791308861,-0.7416462192568855,-0.79,-0.15,-1.37,0.08,-0.35,-0.55,-0.06,-0.29,0.77,0.07,-0.87,-1.01,-0.06,1.8,-0.08,-0.16,-1.34,-2.02,0.41,0.1,0.63,0.52,1.34,2.07,-0.6,4.18,intermediary metabolism and respiration
Rv2075c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.4612619651771461,-0.5666188823575065,0.2884835033227278,-1.0,-0.0678812838073657,0.0214131311893968,0.04956630909905403,0.5614436067493126,-0.1921780790284675,0.08320512295470689,0.22,-0.48,0.15,0.06,-0.23,0.15,-0.27,-0.2,0.91,0.4,0.6,0.3,0.11,3.27,1.48,0.44,-0.39,1.25,0.09,0.46,0.07,0.1,1.38,1.75,-0.07,2.25,cell wall and cell processes
Rv2077c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.3069393773213424,0.060814668561608276,0.5117232671311659,-1.0,-0.811175923226909,0.07210475191531263,0.007165044559656455,0.08068430150850088,-0.2191779845019659,0.06568167162119762,0.71,-0.13,-0.15,-0.44,-0.15,-0.37,-0.06,-0.48,-0.06,-0.07,0.09,0.08,0.18,0.97,-0.09,-0.28,0.39,1.22,0.13,0.56,-0.02,0.02,-0.28,0.71,-0.22,0.61,cell wall and cell processes
Rv2080,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8359086439570932,-0.5528913843747714,0.0652121932196054,-1.0,-0.6038051797046711,0.1228748412384818,0.07266483296411802,0.1553936826458242,0.1832259730827706,-0.2690670094005527,0.36,-0.4,0.63,-0.3,-0.57,0.15,-0.55,-0.29,0.52,0.08,1.85,-0.44,-0.04,-0.68,1.47,0.06,1.54,-0.73,-0.11,-0.16,-0.27,-0.09,2.66,0.7,0.28,2.32,cell wall and cell processes
Rv2081c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7547459492633668,-0.4126225683847224,1.6460872592599218,0.0,0.599484806166564,-0.09048485941910156,0.2942243868604552,0.382199625958851,0.04752875578119508,0.05796609626596545,0.46,-0.81,0.13,-0.44,-0.28,0.0,0.0,-0.07,1.01,1.61,0.83,-0.07,0.28,1.08,1.4,-0.3,1.4,4.15,0.2,-0.29,-0.03,0.06,0.02,2.63,0.03,-2.36,cell wall and cell processes
Rv2085,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-1.3271275273414769,-1.8392995941015402,0.0,-3.8966951264964402,0.2710991206346179,0.604862058158861,-0.1159575553770581,0.3934882556067506,0.2438704012975691,-2.12,-4.06,-0.28,-2.2,-2.49,-2.41,-2.68,-0.22,-1.32,-0.85,1.57,-2.36,0.18,-2.67,-2.08,-6.09,0.0,0.0,1.1,-1.1,1.88,0.12,5.11,2.8,0.08,0.65,insertion seqs and phages
Rv2086,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6486219455869012,-1.271021752460197,0.3921855409150701,-1.0,1.72677119607475,-0.0874224739117711,-0.1070817616170557,0.09723930212952483,-0.1647832921275104,-0.5092662717478156,0.14,0.47,-0.42,0.58,-0.03,0.89,0.9,-0.21,1.81,0.53,3.13,-0.35,0.34,-0.73,-0.26,-0.79,0.44,-1.82,-0.61,-0.27,0.11,0.4,2.43,2.28,-0.49,5.37,insertion seqs and phages
Rv2087,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.912287158855753,-1.9609935768130682,1.548151533297627,0.0,-0.66296020193382,0.26918663281538896,0.9958642254307948,0.1202062618258044,0.8627370199234039,0.8217810796297189,-2.01,1.88,-0.18,1.25,0.79,0.82,-0.41,2.47,-0.59,-1.01,-0.55,0.01,0.78,3.45,0.0,2.12,5.79,0.0,-0.36,-1.59,1.22,-0.02,2.43,0.0,0.69,0.0,insertion seqs and phages
Rv2088,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8558703649491862,-1.014757764268555,0.6665727444502187,-1.0,0.709877459961354,0.08967712946541079,0.2357612497123319,0.1607171386689564,0.01356846225415456,0.6174052146602811,0.01,1.08,0.98,0.86,0.54,0.67,1.18,0.54,0.34,-0.27,0.21,-0.43,0.12,3.28,1.35,0.31,-0.41,2.17,0.13,-0.64,0.21,0.35,1.69,-0.91,0.47,-1.81,regulatory proteins
Rv2089c,0.0,0.0,0,0,0,0.0,4.649663505181231,0.0,0.0,3.5481989648879777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5058400135035179,-0.7071828483503969,0.3317277649331121,-1.0,-2.2585315522558598,0.0628387100615159,-0.4916120243864474,0.5341608408990015,0.1268071715899938,0.5926488544560926,-0.17,0.9,0.02,0.2,0.25,-0.15,-1.0,-0.23,-1.18,-0.65,-1.62,-0.71,-0.15,2.0,1.8,0.64,-0.69,0.87,-0.11,0.51,1.61,-0.12,-0.74,-0.31,1.39,-4.36,intermediary metabolism and respiration
Rv2090,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.874194704494634,-0.8036368390137774,1.774116904568134,-1.0,1.0748568889215402,-0.057360346095115235,-0.1174622496541576,0.1246826686248909,-0.1126780502699074,-0.03156742204569732,-0.89,-0.14,0.38,0.35,-0.18,0.87,0.05,-0.2,0.11,1.2,1.8,-0.1,-0.28,1.77,1.49,0.15,-0.47,2.07,-0.06,-0.82,0.04,-0.02,2.89,0.1,0.1,2.82,information pathways
Rv2091c,0.0,0.0,0,0,0,0.0,7.7279204545632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.588046883,0.0,-1.0,-0.1610091631852252,0.2227377202866383,-0.6384995060248309,-1.0,4.52217636567631,-0.1783549961576184,-1.100385009483948,-0.1920229091655921,0.22892645943136603,1.771721787360087,0.25,-0.28,0.3,-0.23,-0.11,0.15,-0.48,-0.37,0.01,3.23,0.1,4.24,-0.09,-0.88,-1.48,-0.2,-0.47,7.59,-0.37,-0.75,-0.11,-0.39,3.93,3.99,0.07,2.25,cell wall and cell processes
Rv2092c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.3211818696386802,-0.7657676242140475,0.8092616794274322,-1.0,0.6861679431132901,-0.1260522516659935,-0.1104598469843697,-0.7459880637909059,0.3314384805781272,-0.4737506261384661,-0.13,-0.17,0.91,-0.16,-0.16,-0.05,0.28,-0.33,-1.44,-1.31,-1.79,-0.27,-0.02,1.42,3.03,-0.24,-0.58,-1.12,0.03,-0.06,-0.3,-0.09,-0.82,0.53,-0.34,0.56,information pathways
Rv2093c,-3.095018748832418,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.538315771662119,-1.076585468657655,-1.8918120430292134,0.0,0.0,0.0,0.0,0.0,0.0,-0.7369655941662062,0.44,0.44,0.44,-0.06,0.44,0.44,0.44,0.44,-0.6,-1.0,-0.7,-3.81,0.3,0.0,0.0,2.14,2.21,0.0,-1.8,-0.09,2.5,0.41,0.0,0.0,2.26,0.0,cell wall and cell processes
Rv2094c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.995596643906957,-3.731217170094015,1.0,-1.0,0.0,-0.8479969065549499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,-1.02,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.0,0.0,0.0,0.0,0.0,cell wall and cell processes
Rv2095c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.1902642791388973,-1.004128509767869,1.1218977786501039,-1.0,0.7850566696658591,-0.3034174110377845,-0.325343313754822,0.05438840320872301,0.01655995442673088,-0.3155306828030262,-0.01,-0.32,0.75,0.28,-0.07,0.05,0.34,-0.4,-0.25,-0.23,-0.16,-0.1,0.21,0.75,0.46,0.37,-0.79,0.67,0.19,0.48,0.13,0.19,-1.86,0.47,0.17,1.14,intermediary metabolism and respiration
Rv2096c,0.0,0.0,0,0,0,0.0,2.119912489851253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.206242279006205,0.7241385275107547,-0.1776172901300728,-1.0,-0.9018990650261091,-0.02858986584210814,-0.2356956972432835,0.2772809521727939,-0.1682548776337208,-0.184565620791473,-0.35,0.15,1.48,0.51,0.18,0.46,0.15,-0.02,0.56,0.66,0.7,-0.14,0.05,-1.8,-0.35,0.11,-1.58,-1.38,0.03,0.3,0.53,-0.09,-0.63,0.99,0.49,0.19,intermediary metabolism and respiration
Rv2097c,0.0,0.0,0,0,0,0.0,6.065554574193548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9405735619982484,0.4412713565745787,-0.4746100131470144,-1.0,2.1649442164514,0.3122135572075145,-0.2534655612292508,-0.09186266650672392,-1.3425393005243171,-1.01768175218429,0.15,-1.71,0.63,0.16,-0.38,0.05,-1.59,-0.64,-0.61,-1.01,-0.72,-2.54,-0.46,0.0,0.0,-2.14,7.19,0.0,-0.28,-0.76,-1.59,-1.15,0.0,0.0,-0.62,0.0,intermediary metabolism and respiration
Rv2100,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9790600547681694,-1.217673128802838,1.328908952032043,-1.0,-0.125409617563992,-0.004978349747677687,-0.09405468128084514,0.1452228467132787,-0.28744647752038205,0.02789655928817301,0.31,0.31,0.78,0.45,0.0,0.14,0.26,-0.03,-0.41,-0.6,-0.94,-0.17,0.16,0.71,0.41,-0.1,-0.07,0.46,-0.04,0.53,-0.16,0.13,-0.44,-0.06,-0.26,-1.64,insertion seqs and phages
